   Wave [mic]    t_ote(norm)    nc_abs    sys_t(norm)
      3.02400     0.954069      0.83725053      0.79879499
      3.02450     0.953999      0.83659446      0.79811037
      3.02500     0.953928      0.83593851      0.79742515
      3.02550     0.953859      0.83528346      0.79674302
      3.02600     0.953789      0.83462888      0.79606004
      3.02650     0.953721      0.83397484      0.79537921
      3.02700     0.953653      0.83332133      0.79469952
      3.02750     0.953584      0.83266830      0.79401909
      3.02800     0.953516      0.83201581      0.79334020
      3.02850     0.953447      0.83136350      0.79266142
      3.02900     0.953381      0.83071202      0.79198516
      3.02950     0.953312      0.83006102      0.79130677
      3.03000     0.953246      0.82941055      0.79063214
      3.03050     0.953178      0.82900429      0.79018849
      3.03100     0.953111      0.82859802      0.78974574
      3.03150     0.953043      0.82819229      0.78930300
      3.03200     0.952976      0.82778645      0.78886080
      3.03250     0.952911      0.82738096      0.78842013
      3.03300     0.952844      0.82697564      0.78797865
      3.03350     0.952777      0.82657057      0.78753745
      3.03400     0.952709      0.82616568      0.78709554
      3.03450     0.952644      0.82576078      0.78665590
      3.03500     0.952577      0.82535630      0.78621572
      3.03550     0.952511      0.82495201      0.78577592
      3.03600     0.952445      0.82454789      0.78533629
      3.03650     0.952379      0.82414401      0.78489739
      3.03700     0.952313      0.82374030      0.78445826
      3.03750     0.952246      0.82333678      0.78401926
      3.03800     0.952180      0.82293332      0.78358091
      3.03850     0.952114      0.82253015      0.78314236
      3.03900     0.952048      0.82212728      0.78270464
      3.03950     0.951981      0.82172453      0.78226615
      3.04000     0.951914      0.82132202      0.78182770
      3.04050     0.951847      0.82111508      0.78157564
      3.04100     0.951781      0.82090819      0.78132509
      3.04150     0.951714      0.82070130      0.78107305
      3.04200     0.951648      0.82049453      0.78082188
      3.04250     0.951581      0.82028782      0.78057050
      3.04300     0.951515      0.82008111      0.78031911
      3.04350     0.951448      0.81987453      0.78006775
      3.04400     0.951381      0.81966782      0.77981651
      3.04450     0.951314      0.81946141      0.77956533
      3.04500     0.951248      0.81925488      0.77931485
      3.04550     0.951183      0.81904846      0.77906460
      3.04600     0.951115      0.81884211      0.77881327
      3.04650     0.951052      0.81863576      0.77856519
      3.04700     0.950985      0.81842953      0.77831446
      3.04750     0.950920      0.81822324      0.77806449
      3.04800     0.950856      0.81801718      0.77781633
      3.04850     0.950791      0.81781095      0.77756749
      3.04900     0.950726      0.81760490      0.77731821
      3.04950     0.950663      0.81739891      0.77707053
      3.05000     0.950599      0.81719297      0.77682298
      3.05050     0.950536      0.81689560      0.77648898
      3.05100     0.950473      0.81659818      0.77615477
      3.05150     0.950411      0.81630099      0.77582185
      3.05200     0.950351      0.81600398      0.77549020
      3.05250     0.950290      0.81570703      0.77515801
      3.05300     0.950230      0.81541020      0.77482757
      3.05350     0.950169      0.81511343      0.77449553
      3.05400     0.950110      0.81481677      0.77416529
      3.05450     0.950050      0.81452012      0.77383513
      3.05500     0.949994      0.81422371      0.77350737
      3.05550     0.949936      0.81392747      0.77317928
      3.05600     0.949880      0.81363124      0.77285214
      3.05650     0.949824      0.81333518      0.77252545
      3.05700     0.949769      0.81303918      0.77219967
      3.05750     0.949715      0.81274331      0.77187418
      3.05800     0.949662      0.81244743      0.77155028
      3.05850     0.949611      0.81215173      0.77122788
      3.05900     0.949559      0.81185621      0.77090511
      3.05950     0.949508      0.81156075      0.77058343
      3.06000     0.949459      0.81126541      0.77026345
      3.06050     0.949412      0.81128818      0.77024648
      3.06100     0.949363      0.81131083      0.77022886
      3.06150     0.949317      0.81133360      0.77021242
      3.06200     0.949271      0.81135631      0.77019669
      3.06250     0.949226      0.81137902      0.77018237
      3.06300     0.949183      0.81140172      0.77016857
      3.06350     0.949141      0.81142443      0.77015598
      3.06400     0.949100      0.81144720      0.77014422
      3.06450     0.949059      0.81146985      0.77013258
      3.06500     0.949020      0.81149262      0.77012309
      3.06550     0.948982      0.81151533      0.77011354
      3.06600     0.948945      0.81153804      0.77010466
      3.06650     0.948910      0.81156081      0.77009846
      3.06700     0.948876      0.81158352      0.77009190
      3.06750     0.948842      0.81160623      0.77008607
      3.06800     0.948810      0.81162894      0.77008164
      3.06850     0.948778      0.81165171      0.77007765
      3.06900     0.948749      0.81167442      0.77007559
      3.06950     0.948720      0.81169713      0.77007333
      3.07000     0.948693      0.81171983      0.77007310
      3.07050     0.948668      0.81156081      0.76990153
      3.07100     0.948643      0.81140167      0.76973058
      3.07150     0.948621      0.81124270      0.76956189
      3.07200     0.948598      0.81108367      0.76939247
      3.07250     0.948578      0.81092471      0.76922519
      3.07300     0.948558      0.81076580      0.76905827
      3.07350     0.948540      0.81060696      0.76889344
      3.07400     0.948524      0.81044811      0.76872968
      3.07450     0.948509      0.81028920      0.76856673
      3.07500     0.948496      0.81013042      0.76840545
      3.07550     0.948484      0.80997163      0.76824547
      3.07600     0.948473      0.80981290      0.76808575
      3.07650     0.948464      0.80965424      0.76792778
      3.07700     0.948456      0.80949545      0.76777110
      3.07750     0.948449      0.80933696      0.76761470
      3.07800     0.948446      0.80917823      0.76746169
      3.07850     0.948442      0.80901968      0.76730799
      3.07900     0.948442      0.80886114      0.76715757
      3.07950     0.948440      0.80870259      0.76700580
      3.08000     0.948442      0.80854416      0.76685747
      3.08050     0.948446      0.80871403      0.76702128
      3.08100     0.948449      0.80888379      0.76718498
      3.08150     0.948455      0.80905372      0.76735078
      3.08200     0.948463      0.80922365      0.76751857
      3.08250     0.948471      0.80939358      0.76768659
      3.08300     0.948482      0.80956358      0.76785617
      3.08350     0.948493      0.80973357      0.76802629
      3.08400     0.948506      0.80990368      0.76819884
      3.08450     0.948522      0.81007379      0.76837303
      3.08500     0.948538      0.81024390      0.76854728
      3.08550     0.948556      0.81041408      0.76872314
      3.08600     0.948575      0.81058425      0.76889968
      3.08650     0.948595      0.81075448      0.76907802
      3.08700     0.948618      0.81092477      0.76925754
      3.08750     0.948641      0.81109512      0.76943818
      3.08800     0.948665      0.81126547      0.76961951
      3.08850     0.948693      0.81143582      0.76980351
      3.08900     0.948722      0.81160623      0.76998830
      3.08950     0.948749      0.81177670      0.77017258
      3.09000     0.948780      0.81194717      0.77035948
      3.09050     0.948814      0.81219727      0.77062378
      3.09100     0.948848      0.81244755      0.77088938
      3.09150     0.948883      0.81269783      0.77115486
      3.09200     0.948919      0.81294817      0.77142172
      3.09250     0.948957      0.81319857      0.77169035
      3.09300     0.948995      0.81344903      0.77195930
      3.09350     0.949037      0.81369972      0.77223082
      3.09400     0.949079      0.81395024      0.77250326
      3.09450     0.949124      0.81420106      0.77277746
      3.09500     0.949168      0.81445187      0.77305129
      3.09550     0.949215      0.81470275      0.77332807
      3.09600     0.949261      0.81495368      0.77360381
      3.09650     0.949311      0.81520474      0.77388270
      3.09700     0.949361      0.81545597      0.77416246
      3.09750     0.949415      0.81570715      0.77444433
      3.09800     0.949467      0.81595838      0.77472532
      3.09850     0.949522      0.81620973      0.77500887
      3.09900     0.949577      0.81646115      0.77529241
      3.09950     0.949635      0.81671262      0.77557857
      3.10000     0.949693      0.81696421      0.77586550
      3.10050     0.949753      0.81709009      0.77603356
      3.10100     0.949814      0.81721592      0.77620348
      3.10150     0.949876      0.81734174      0.77637346
      3.10200     0.949938      0.81746763      0.77654366
      3.10250     0.950004      0.81759351      0.77671690
      3.10300     0.950071      0.81771946      0.77689143
      3.10350     0.950136      0.81784534      0.77706465
      3.10400     0.950205      0.81797135      0.77724059
      3.10450     0.950273      0.81809735      0.77741576
      3.10500     0.950344      0.81822330      0.77759357
      3.10550     0.950415      0.81834930      0.77777181
      3.10600     0.950489      0.81847537      0.77795143
      3.10650     0.950560      0.81860143      0.77813014
      3.10700     0.950634      0.81872749      0.77831019
      3.10750     0.950710      0.81885362      0.77849261
      3.10800     0.950787      0.81897974      0.77867549
      3.10850     0.950865      0.81910586      0.77885927
      3.10900     0.950943      0.81923199      0.77904258
      3.10950     0.951023      0.81935817      0.77922816
      3.11000     0.951102      0.81948441      0.77941333
      3.11050     0.951183      0.81964493      0.77963258
      3.11100     0.951265      0.81980568      0.77985258
      3.11150     0.951348      0.81996638      0.78007323
      3.11200     0.951431      0.82012707      0.78029459
      3.11250     0.951516      0.82028782      0.78051711
      3.11300     0.951601      0.82044864      0.78073942
      3.11350     0.951687      0.82060951      0.78096338
      3.11400     0.951774      0.82077032      0.78118790
      3.11450     0.951860      0.82093120      0.78141177
      3.11500     0.951949      0.82109213      0.78163778
      3.11550     0.952037      0.82125306      0.78186353
      3.11600     0.952127      0.82141405      0.78209043
      3.11650     0.952217      0.82157505      0.78231747
      3.11700     0.952308      0.82173616      0.78254572
      3.11750     0.952401      0.82189721      0.78277537
      3.11800     0.952492      0.82205832      0.78300392
      3.11850     0.952583      0.82221943      0.78323251
      3.11900     0.952678      0.82238060      0.78346403
      3.11950     0.952774      0.82254177      0.78369621
      3.12000     0.952868      0.82270300      0.78392770
      3.12050     0.952965      0.82314098      0.78442441
      3.12100     0.953061      0.82357895      0.78492112
      3.12150     0.953158      0.82401717      0.78541887
      3.12200     0.953257      0.82445562      0.78591777
      3.12250     0.953355      0.82489431      0.78641742
      3.12300     0.953455      0.82533342      0.78691815
      3.12350     0.953555      0.82577240      0.78741920
      3.12400     0.953657      0.82621199      0.78792292
      3.12450     0.953759      0.82665163      0.78842605
      3.12500     0.953862      0.82709146      0.78893112
      3.12550     0.953965      0.82753152      0.78943596
      3.12600     0.954071      0.82797188      0.78994370
      3.12650     0.954174      0.82841265      0.79045005
      3.12700     0.954279      0.82885319      0.79095735
      3.12750     0.954388      0.82929444      0.79146829
      3.12800     0.954496      0.82973570      0.79197938
      3.12850     0.954604      0.83017719      0.79249014
      3.12900     0.954712      0.83061892      0.79300188
      3.12950     0.954822      0.83106089      0.79351527
      3.13000     0.954933      0.83150333      0.79402996
      3.13050     0.955045      0.83185261      0.79445632
      3.13100     0.955157      0.83220202      0.79488322
      3.13150     0.955271      0.83255160      0.79531220
      3.13200     0.955384      0.83290130      0.79574049
      3.13250     0.955499      0.83325118      0.79617091
      3.13300     0.955616      0.83360118      0.79660237
      3.13350     0.955732      0.83395153      0.79703406
      3.13400     0.955848      0.83430183      0.79746607
      3.13450     0.955967      0.83465230      0.79790032
      3.13500     0.956087      0.83500290      0.79833506
      3.13550     0.956207      0.83535361      0.79877120
      3.13600     0.956327      0.83570451      0.79920670
      3.13650     0.956450      0.83605558      0.79964549
      3.13700     0.956572      0.83640695      0.80008321
      3.13750     0.956695      0.83675826      0.80052206
      3.13800     0.956818      0.83710974      0.80096196
      3.13850     0.956944      0.83746141      0.80140346
      3.13900     0.957068      0.83781320      0.80184432
      3.13950     0.957195      0.83816528      0.80228745
      3.14000     0.957320      0.83851719      0.80272950
      3.14050     0.957450      0.83896351      0.80326589
      3.14100     0.957579      0.83940995      0.80380125
      3.14150     0.957707      0.83985656      0.80433635
      3.14200     0.957836      0.84030348      0.80487320
      3.14250     0.957969      0.84075063      0.80541280
      3.14300     0.958100      0.84119821      0.80595197
      3.14350     0.958232      0.84164560      0.80649213
      3.14400     0.958366      0.84209365      0.80703360
      3.14450     0.958500      0.84254175      0.80757609
      3.14500     0.958632      0.84299004      0.80811747
      3.14550     0.958769      0.84343863      0.80866278
      3.14600     0.958906      0.84388739      0.80920827
      3.14650     0.959042      0.84433663      0.80975395
      3.14700     0.959178      0.84478593      0.81030020
      3.14750     0.959318      0.84523541      0.81084922
      3.14800     0.959455      0.84568518      0.81139669
      3.14850     0.959596      0.84613520      0.81194753
      3.14900     0.959735      0.84658539      0.81249786
      3.14950     0.959877      0.84703588      0.81305018
      3.15000     0.960018      0.84748679      0.81360296
      3.15050     0.960161      0.84793776      0.81415695
      3.15100     0.960303      0.84838897      0.81471038
      3.15150     0.960447      0.84884036      0.81526639
      3.15200     0.960591      0.84929204      0.81582236
      3.15250     0.960736      0.84974396      0.81637990
      3.15300     0.960881      0.85019612      0.81693720
      3.15350     0.961028      0.85064870      0.81749746
      3.15400     0.961175      0.85110134      0.81805745
      3.15450     0.961323      0.85155421      0.81861872
      3.15500     0.961472      0.85200733      0.81918127
      3.15550     0.961619      0.85246068      0.81974271
      3.15600     0.961768      0.85291451      0.82030627
      3.15650     0.961920      0.85336816      0.82087157
      3.15700     0.962071      0.85382247      0.82143758
      3.15750     0.962221      0.85427678      0.82200333
      3.15800     0.962374      0.85473132      0.82257113
      3.15850     0.962525      0.85518610      0.82313817
      3.15900     0.962679      0.85564119      0.82370767
      3.15950     0.962834      0.85609668      0.82427879
      3.16000     0.962986      0.85655224      0.82484807
      3.16050     0.963142      0.85696000      0.82537415
      3.16100     0.963298      0.85736799      0.82590084
      3.16150     0.963454      0.85777617      0.82642763
      3.16200     0.963609      0.85818452      0.82695472
      3.16250     0.963768      0.85859311      0.82748462
      3.16300     0.963924      0.85900205      0.82801243
      3.16350     0.964081      0.85941100      0.82854206
      3.16400     0.964241      0.85982013      0.82907415
      3.16450     0.964400      0.86022949      0.82960496
      3.16500     0.964559      0.86063904      0.83013704
      3.16550     0.964719      0.86104876      0.83066999
      3.16600     0.964878      0.86145866      0.83120278
      3.16650     0.965039      0.86186898      0.83173739
      3.16700     0.965202      0.86227930      0.83227347
      3.16750     0.965364      0.86268985      0.83280955
      3.16800     0.965525      0.86310053      0.83334537
      3.16850     0.965687      0.86351144      0.83388150
      3.16900     0.965850      0.86392277      0.83441991
      3.16950     0.966012      0.86433387      0.83495710
      3.17000     0.966177      0.86474556      0.83549741
      3.17050     0.966340      0.86533892      0.83621198
      3.17100     0.966505      0.86593270      0.83692823
      3.17150     0.966671      0.86652690      0.83764673
      3.17200     0.966835      0.86712146      0.83836339
      3.17250     0.967001      0.86771679      0.83908302
      3.17300     0.967167      0.86831188      0.83980262
      3.17350     0.967334      0.86890799      0.84052411
      3.17400     0.967499      0.86950427      0.84124489
      3.17450     0.967667      0.87010086      0.84196777
      3.17500     0.967834      0.87069792      0.84269115
      3.17550     0.968001      0.87129539      0.84341466
      3.17600     0.968168      0.87189353      0.84413969
      3.17650     0.968337      0.87249184      0.84486613
      3.17700     0.968504      0.87309051      0.84559192
      3.17750     0.968673      0.87368959      0.84631967
      3.17800     0.968841      0.87428916      0.84704751
      3.17850     0.969010      0.87488908      0.84777605
      3.17900     0.969178      0.87548941      0.84850541
      3.17950     0.969347      0.87609047      0.84923603
      3.18000     0.969516      0.87669158      0.84996686
      3.18050     0.969686      0.87718266      0.85059167
      3.18100     0.969856      0.87767398      0.85121735
      3.18150     0.970025      0.87816554      0.85184211
      3.18200     0.970193      0.87865746      0.85246703
      3.18250     0.970362      0.87914962      0.85309381
      3.18300     0.970532      0.87964225      0.85372058
      3.18350     0.970701      0.88013494      0.85434795
      3.18400     0.970871      0.88062793      0.85497609
      3.18450     0.971041      0.88112122      0.85560448
      3.18500     0.971210      0.88161474      0.85623290
      3.18550     0.971380      0.88210881      0.85686243
      3.18600     0.971548      0.88260263      0.85749058
      3.18650     0.971718      0.88309723      0.85812107
      3.18700     0.971885      0.88359183      0.85874988
      3.18750     0.972054      0.88408679      0.85938042
      3.18800     0.972224      0.88458198      0.86001173
      3.18850     0.972392      0.88507742      0.86064211
      3.18900     0.972561      0.88557339      0.86127382
      3.18950     0.972728      0.88606918      0.86190447
      3.19000     0.972895      0.88656574      0.86253551
      3.19050     0.973063      0.88707471      0.86317931
      3.19100     0.973230      0.88758403      0.86382330
      3.19150     0.973397      0.88809359      0.86446765
      3.19200     0.973563      0.88860351      0.86511151
      3.19250     0.973730      0.88911390      0.86575685
      3.19300     0.973896      0.88962436      0.86640173
      3.19350     0.974062      0.89013511      0.86704638
      3.19400     0.974227      0.89064616      0.86769112
      3.19450     0.974391      0.89115751      0.86833605
      3.19500     0.974555      0.89166915      0.86898065
      3.19550     0.974719      0.89218104      0.86962596
      3.19600     0.974883      0.89269352      0.87027149
      3.19650     0.975046      0.89320606      0.87091698
      3.19700     0.975209      0.89371884      0.87156292
      3.19750     0.975371      0.89423198      0.87220783
      3.19800     0.975535      0.89474535      0.87285506
      3.19850     0.975695      0.89525908      0.87349977
      3.19900     0.975856      0.89577305      0.87414514
      3.19950     0.976016      0.89628756      0.87479077
      3.20000     0.976175      0.89680219      0.87543551
      3.20050     0.976334      0.89726681      0.87603207
      3.20100     0.976494      0.89773166      0.87662933
      3.20150     0.976651      0.89819676      0.87722461
      3.20200     0.976807      0.89866233      0.87781997
      3.20250     0.976964      0.89912772      0.87841498
      3.20300     0.977121      0.89959377      0.87901228
      3.20350     0.977276      0.90005982      0.87960656
      3.20400     0.977430      0.90052617      0.88020090
      3.20450     0.977585      0.90099275      0.88079744
      3.20500     0.977739      0.90145952      0.88139216
      3.20550     0.977892      0.90192682      0.88198673
      3.20600     0.978044      0.90239388      0.88258079
      3.20650     0.978195      0.90286160      0.88317455
      3.20700     0.978345      0.90332937      0.88376765
      3.20750     0.978495      0.90379739      0.88436123
      3.20800     0.978645      0.90426564      0.88495475
      3.20850     0.978791      0.90473413      0.88554557
      3.20900     0.978940      0.90520310      0.88613937
      3.20950     0.979086      0.90567207      0.88673110
      3.21000     0.979233      0.90614134      0.88732315
      3.21050     0.979377      0.90659809      0.88790167
      3.21100     0.979522      0.90705508      0.88847996
      3.21150     0.979664      0.90751237      0.88905727
      3.21200     0.979807      0.90796983      0.88963527
      3.21250     0.979948      0.90842772      0.89021185
      3.21300     0.980091      0.90888566      0.89079025
      3.21350     0.980230      0.90934384      0.89136598
      3.21400     0.980368      0.90980220      0.89194125
      3.21450     0.980507      0.91026086      0.89251694
      3.21500     0.980644      0.91071969      0.89309141
      3.21550     0.980780      0.91117877      0.89366554
      3.21600     0.980915      0.91163832      0.89423987
      3.21650     0.981049      0.91209787      0.89481254
      3.21700     0.981181      0.91255766      0.89538448
      3.21750     0.981314      0.91301763      0.89595720
      3.21800     0.981446      0.91347790      0.89652947
      3.21850     0.981576      0.91393858      0.89710031
      3.21900     0.981706      0.91439909      0.89767071
      3.21950     0.981834      0.91486025      0.89824122
      3.22000     0.981963      0.91532141      0.89881130
      3.22050     0.982089      0.91583407      0.89943077
      3.22100     0.982214      0.91634709      0.90004924
      3.22150     0.982340      0.91686034      0.90066830
      3.22200     0.982463      0.91737413      0.90128631
      3.22250     0.982587      0.91788799      0.90190500
      3.22300     0.982709      0.91840208      0.90252170
      3.22350     0.982829      0.91891652      0.90313806
      3.22400     0.982951      0.91943121      0.90375538
      3.22450     0.983069      0.91994619      0.90437026
      3.22500     0.983188      0.92046148      0.90498643
      3.22550     0.983306      0.92097729      0.90560271
      3.22600     0.983422      0.92149311      0.90621642
      3.22650     0.983538      0.92200929      0.90683087
      3.22700     0.983651      0.92252570      0.90744304
      3.22750     0.983766      0.92304242      0.90805771
      3.22800     0.983878      0.92355943      0.90866993
      3.22850     0.983990      0.92407674      0.90928245
      3.22900     0.984100      0.92459458      0.90989368
      3.22950     0.984211      0.92511249      0.91050619
      3.23000     0.984320      0.92563063      0.91111678
      3.23050     0.984428      0.92599356      0.91157403
      3.23100     0.984535      0.92635655      0.91203054
      3.23150     0.984642      0.92671990      0.91248753
      3.23200     0.984746      0.92708308      0.91294155
      3.23250     0.984851      0.92744672      0.91339728
      3.23300     0.984955      0.92781031      0.91385136
      3.23350     0.985058      0.92817408      0.91430520
      3.23400     0.985161      0.92853796      0.91475973
      3.23450     0.985262      0.92890197      0.91521185
      3.23500     0.985362      0.92926633      0.91566339
      3.23550     0.985462      0.92963046      0.91611528
      3.23600     0.985559      0.92999512      0.91656527
      3.23650     0.985657      0.93035972      0.91701538
      3.23700     0.985754      0.93072444      0.91746541
      3.23750     0.985850      0.93108934      0.91791424
      3.23800     0.985946      0.93145436      0.91836326
      3.23850     0.986041      0.93181974      0.91881209
      3.23900     0.986133      0.93218505      0.91925854
      3.23950     0.986227      0.93255049      0.91970617
      3.24000     0.986318      0.93291610      0.92015233
      3.24050     0.986410      0.93322963      0.92054705
      3.24100     0.986501      0.93354321      0.92094090
      3.24150     0.986591      0.93385690      0.92133469
      3.24200     0.986681      0.93417084      0.92172877
      3.24250     0.986768      0.93448478      0.92211963
      3.24300     0.986856      0.93479878      0.92251143
      3.24350     0.986944      0.93511289      0.92290369
      3.24400     0.987030      0.93542713      0.92329461
      3.24450     0.987116      0.93574148      0.92368509
      3.24500     0.987201      0.93605590      0.92407558
      3.24550     0.987286      0.93637061      0.92446562
      3.24600     0.987369      0.93668526      0.92485438
      3.24650     0.987452      0.93699998      0.92524281
      3.24700     0.987534      0.93731487      0.92563074
      3.24750     0.987616      0.93762982      0.92601855
      3.24800     0.987700      0.93794507      0.92640794
      3.24850     0.987779      0.93826008      0.92679323
      3.24900     0.987860      0.93857551      0.92718077
      3.24950     0.987939      0.93889093      0.92756703
      3.25000     0.988018      0.93920642      0.92795249
      3.25050     0.988094      0.93961406      0.92842743
      3.25100     0.988174      0.94002193      0.92890520
      3.25150     0.988251      0.94043016      0.92938063
      3.25200     0.988329      0.94083816      0.92985735
      3.25250     0.988403      0.94124675      0.93033068
      3.25300     0.988478      0.94165534      0.93080548
      3.25350     0.988554      0.94206405      0.93128096
      3.25400     0.988628      0.94247293      0.93175550
      3.25450     0.988703      0.94288206      0.93222994
      3.25500     0.988775      0.94329154      0.93270289
      3.25550     0.988849      0.94370097      0.93317735
      3.25600     0.988921      0.94411057      0.93365121
      3.25650     0.988994      0.94452041      0.93412531
      3.25700     0.989065      0.94493037      0.93459772
      3.25750     0.989136      0.94534057      0.93507066
      3.25800     0.989207      0.94575089      0.93554366
      3.25850     0.989277      0.94616157      0.93601588
      3.25900     0.989347      0.94657230      0.93648885
      3.25950     0.989416      0.94698316      0.93696052
      3.26000     0.989485      0.94739419      0.93743265
      3.26050     0.989554      0.94771254      0.93781267
      3.26100     0.989621      0.94803101      0.93819177
      3.26150     0.989688      0.94834960      0.93857048
      3.26200     0.989755      0.94866842      0.93894968
      3.26250     0.989822      0.94898719      0.93932825
      3.26300     0.989886      0.94930607      0.93970472
      3.26350     0.989952      0.94962507      0.94008327
      3.26400     0.990016      0.94994420      0.94046000
      3.26450     0.990082      0.95026356      0.94083842
      3.26500     0.990144      0.95058274      0.94121415
      3.26550     0.990207      0.95090234      0.94159063
      3.26600     0.990269      0.95122182      0.94196594
      3.26650     0.990332      0.95154148      0.94234238
      3.26700     0.990392      0.95186126      0.94271581
      3.26750     0.990452      0.95218110      0.94309001
      3.26800     0.990513      0.95250118      0.94346437
      3.26850     0.990572      0.95282114      0.94383803
      3.26900     0.990632      0.95314145      0.94421202
      3.26950     0.990689      0.95346177      0.94458412
      3.27000     0.990747      0.95378214      0.94495654
      3.27050     0.990804      0.95404923      0.94527570
      3.27100     0.990860      0.95431638      0.94559374
      3.27150     0.990916      0.95458370      0.94591234
      3.27200     0.990970      0.95485103      0.94622857
      3.27250     0.991025      0.95511842      0.94654620
      3.27300     0.991078      0.95538586      0.94686193
      3.27350     0.991131      0.95565337      0.94717791
      3.27400     0.991184      0.95592099      0.94749359
      3.27450     0.991234      0.95618868      0.94780685
      3.27500     0.991287      0.95645654      0.94812270
      3.27550     0.991337      0.95672435      0.94843596
      3.27600     0.991386      0.95699227      0.94874856
      3.27650     0.991434      0.95726025      0.94906057
      3.27700     0.991482      0.95752829      0.94937203
      3.27750     0.991530      0.95779639      0.94968340
      3.27800     0.991577      0.95806462      0.94999464
      3.27850     0.991622      0.95833302      0.95030447
      3.27900     0.991665      0.95860136      0.95061188
      3.27950     0.991710      0.95886981      0.95092091
      3.28000     0.991755      0.95913827      0.95123053
      3.28050     0.991797      0.95939344      0.95152368
      3.28100     0.991840      0.95964879      0.95181840
      3.28150     0.991879      0.95990396      0.95210902
      3.28200     0.991919      0.96015942      0.95240070
      3.28250     0.991961      0.96041483      0.95269411
      3.28300     0.992000      0.96067029      0.95298474
      3.28350     0.992036      0.96092588      0.95327345
      3.28400     0.992076      0.96118152      0.95356550
      3.28450     0.992113      0.96143728      0.95385454
      3.28500     0.992149      0.96169305      0.95414296
      3.28550     0.992187      0.96194887      0.95443279
      3.28600     0.992222      0.96220481      0.95472085
      3.28650     0.992257      0.96246076      0.95500859
      3.28700     0.992291      0.96271676      0.95529538
      3.28750     0.992324      0.96297288      0.95558081
      3.28800     0.992358      0.96322918      0.95586798
      3.28850     0.992391      0.96348542      0.95615431
      3.28900     0.992423      0.96374172      0.95643933
      3.28950     0.992456      0.96399808      0.95672529
      3.29000     0.992487      0.96425450      0.95700989
      3.29050     0.992517      0.96447051      0.95725320
      3.29100     0.992547      0.96468657      0.95749691
      3.29150     0.992579      0.96490276      0.95774220
      3.29200     0.992607      0.96511894      0.95798411
      3.29250     0.992637      0.96533513      0.95822729
      3.29300     0.992666      0.96555138      0.95846963
      3.29350     0.992694      0.96576762      0.95871180
      3.29400     0.992723      0.96598411      0.95895469
      3.29450     0.992750      0.96620035      0.95919573
      3.29500     0.992778      0.96641690      0.95943721
      3.29550     0.992805      0.96663338      0.95967817
      3.29600     0.992832      0.96684992      0.95991978
      3.29650     0.992859      0.96706653      0.96016042
      3.29700     0.992884      0.96728313      0.96040027
      3.29750     0.992911      0.96749991      0.96064163
      3.29800     0.992936      0.96771657      0.96088047
      3.29850     0.992961      0.96793342      0.96112058
      3.29900     0.992987      0.96815026      0.96136100
      3.29950     0.993012      0.96836716      0.96159999
      3.30000     0.993037      0.96858406      0.96183980
      3.30050     0.993062      0.96873325      0.96201203
      3.30100     0.993086      0.96888250      0.96218369
      3.30150     0.993111      0.96903169      0.96235582
      3.30200     0.993135      0.96918094      0.96252726
      3.30250     0.993158      0.96933019      0.96269767
      3.30300     0.993182      0.96947944      0.96287000
      3.30350     0.993205      0.96962875      0.96303985
      3.30400     0.993228      0.96977806      0.96321103
      3.30450     0.993251      0.96992749      0.96338124
      3.30500     0.993275      0.97007686      0.96355291
      3.30550     0.993298      0.97022629      0.96372377
      3.30600     0.993320      0.97037566      0.96389377
      3.30650     0.993343      0.97052515      0.96406412
      3.30700     0.993364      0.97067457      0.96423275
      3.30750     0.993387      0.97082406      0.96440376
      3.30800     0.993408      0.97097367      0.96457327
      3.30850     0.993429      0.97112316      0.96474232
      3.30900     0.993451      0.97127271      0.96491161
      3.30950     0.993473      0.97142231      0.96508166
      3.31000     0.993493      0.97157192      0.96524998
      3.31050     0.993514      0.97168076      0.96537815
      3.31100     0.993535      0.97178954      0.96550655
      3.31150     0.993555      0.97189844      0.96563427
      3.31200     0.993575      0.97200727      0.96576205
      3.31250     0.993595      0.97211617      0.96588995
      3.31300     0.993615      0.97222501      0.96601779
      3.31350     0.993635      0.97233391      0.96614465
      3.31400     0.993655      0.97244287      0.96627280
      3.31450     0.993674      0.97255170      0.96639909
      3.31500     0.993693      0.97266072      0.96652591
      3.31550     0.993711      0.97276962      0.96665233
      3.31600     0.993730      0.97287858      0.96677875
      3.31650     0.993749      0.97298753      0.96690518
      3.31700     0.993767      0.97309649      0.96703138
      3.31750     0.993786      0.97320557      0.96715851
      3.31800     0.993804      0.97331452      0.96728385
      3.31850     0.993821      0.97342354      0.96740907
      3.31900     0.993838      0.97353256      0.96753413
      3.31950     0.993856      0.97364163      0.96765942
      3.32000     0.993873      0.97375065      0.96778454
      3.32050     0.993892      0.97380519      0.96785708
      3.32100     0.993908      0.97385973      0.96792650
      3.32150     0.993923      0.97391427      0.96799609
      3.32200     0.993941      0.97396880      0.96806707
      3.32250     0.993956      0.97402334      0.96813666
      3.32300     0.993974      0.97407788      0.96820794
      3.32350     0.993989      0.97413242      0.96827644
      3.32400     0.994005      0.97418702      0.96834650
      3.32450     0.994019      0.97424155      0.96841476
      3.32500     0.994035      0.97429615      0.96848495
      3.32550     0.994051      0.97435069      0.96855420
      3.32600     0.994065      0.97440523      0.96862212
      3.32650     0.994080      0.97445983      0.96869144
      3.32700     0.994095      0.97451442      0.96875954
