   Wave [mic]    t_ote(norm)    nc_abs    sys_t(norm)
      2.60600     0.999714      0.99974805      0.99946226
      2.60650     0.999714      0.99974805      0.99946256
      2.60700     0.999715      0.99974805      0.99946291
      2.60750     0.999714      0.99974805      0.99946232
      2.60800     0.999714      0.99974805      0.99946166
      2.60850     0.999715      0.99974805      0.99946291
      2.60900     0.999714      0.99974805      0.99946238
      2.60950     0.999714      0.99974805      0.99946220
      2.61000     0.999716      0.99974805      0.99946363
      2.61050     0.999714      0.99974662      0.99946059
      2.61100     0.999713      0.99974525      0.99945856
      2.61150     0.999715      0.99974382      0.99945856
      2.61200     0.999715      0.99974245      0.99945731
      2.61250     0.999714      0.99974102      0.99945517
      2.61300     0.999714      0.99973965      0.99945386
      2.61350     0.999715      0.99973822      0.99945374
      2.61400     0.999715      0.99973685      0.99945153
      2.61450     0.999714      0.99973541      0.99944975
      2.61500     0.999716      0.99973404      0.99945010
      2.61550     0.999715      0.99973261      0.99944790
      2.61600     0.999715      0.99973124      0.99944671
      2.61650     0.999716      0.99972981      0.99944611
      2.61700     0.999715      0.99972844      0.99944385
      2.61750     0.999715      0.99972701      0.99944248
      2.61800     0.999715      0.99972564      0.99944105
      2.61850     0.999715      0.99972421      0.99943974
      2.61900     0.999715      0.99972284      0.99943795
      2.61950     0.999716      0.99972147      0.99943801
      2.62000     0.999716      0.99972004      0.99943622
      2.62050     0.999716      0.99972004      0.99943628
      2.62100     0.999716      0.99972004      0.99943586
      2.62150     0.999716      0.99972004      0.99943574
      2.62200     0.999716      0.99972004      0.99943616
      2.62250     0.999717      0.99972004      0.99943664
      2.62300     0.999716      0.99972004      0.99943592
      2.62350     0.999716      0.99972004      0.99943574
      2.62400     0.999716      0.99972004      0.99943598
      2.62450     0.999716      0.99972004      0.99943634
      2.62500     0.999716      0.99972004      0.99943616
      2.62550     0.999716      0.99972004      0.99943592
      2.62600     0.999716      0.99972004      0.99943610
      2.62650     0.999716      0.99972004      0.99943640
      2.62700     0.999718      0.99972004      0.99943795
      2.62750     0.999717      0.99972004      0.99943670
      2.62800     0.999717      0.99972004      0.99943735
      2.62850     0.999718      0.99972004      0.99943813
      2.62900     0.999717      0.99972004      0.99943747
      2.62950     0.999717      0.99972004      0.99943693
      2.63000     0.999718      0.99972004      0.99943783
      2.63050     0.999717      0.99972147      0.99943878
      2.63100     0.999718      0.99972284      0.99944063
      2.63150     0.999718      0.99972421      0.99944194
      2.63200     0.999718      0.99972564      0.99944343
      2.63250     0.999718      0.99972701      0.99944510
      2.63300     0.999717      0.99972844      0.99944587
      2.63350     0.999719      0.99972981      0.99944897
      2.63400     0.999719      0.99973124      0.99945058
      2.63450     0.999718      0.99973261      0.99945106
      2.63500     0.999718      0.99973404      0.99945207
      2.63550     0.999718      0.99973541      0.99945320
      2.63600     0.999718      0.99973685      0.99945529
      2.63650     0.999718      0.99973822      0.99945624
      2.63700     0.999720      0.99973965      0.99946000
      2.63750     0.999718      0.99974102      0.99945928
      2.63800     0.999720      0.99974245      0.99946250
      2.63850     0.999720      0.99974382      0.99946345
      2.63900     0.999720      0.99974525      0.99946518
      2.63950     0.999720      0.99974662      0.99946619
      2.64000     0.999721      0.99974805      0.99946881
      2.64050     0.999720      0.99974805      0.99946768
      2.64100     0.999719      0.99974805      0.99946732
      2.64150     0.999721      0.99974805      0.99946881
      2.64200     0.999721      0.99974805      0.99946864
      2.64250     0.999721      0.99974805      0.99946959
      2.64300     0.999721      0.99974805      0.99946923
      2.64350     0.999721      0.99974805      0.99946929
      2.64400     0.999720      0.99974805      0.99946846
      2.64450     0.999721      0.99974805      0.99946881
      2.64500     0.999721      0.99974805      0.99946899
      2.64550     0.999721      0.99974805      0.99946941
      2.64600     0.999722      0.99974805      0.99947013
      2.64650     0.999722      0.99974805      0.99946965
      2.64700     0.999722      0.99974805      0.99946971
      2.64750     0.999723      0.99974805      0.99947078
      2.64800     0.999721      0.99974805      0.99946947
      2.64850     0.999722      0.99974805      0.99947001
      2.64900     0.999722      0.99974805      0.99947036
      2.64950     0.999723      0.99974805      0.99947120
      2.65000     0.999722      0.99974805      0.99947048
      2.65050     0.999723      0.99974805      0.99947078
      2.65100     0.999722      0.99974805      0.99947030
      2.65150     0.999722      0.99974805      0.99947013
      2.65200     0.999723      0.99974805      0.99947120
      2.65250     0.999723      0.99974805      0.99947084
      2.65300     0.999723      0.99974805      0.99947156
      2.65350     0.999725      0.99974805      0.99947287
      2.65400     0.999723      0.99974805      0.99947108
      2.65450     0.999724      0.99974805      0.99947245
      2.65500     0.999724      0.99974805      0.99947251
      2.65550     0.999723      0.99974805      0.99947102
      2.65600     0.999725      0.99974805      0.99947316
      2.65650     0.999724      0.99974805      0.99947251
      2.65700     0.999725      0.99974805      0.99947340
      2.65750     0.999725      0.99974805      0.99947293
      2.65800     0.999725      0.99974805      0.99947275
      2.65850     0.999725      0.99974805      0.99947287
      2.65900     0.999725      0.99974805      0.99947310
      2.65950     0.999726      0.99974805      0.99947394
      2.66000     0.999726      0.99974805      0.99947412
      2.66050     0.999725      0.99974662      0.99947179
      2.66100     0.999725      0.99974525      0.99947036
      2.66150     0.999726      0.99974382      0.99946977
      2.66200     0.999726      0.99974245      0.99946852
      2.66250     0.999726      0.99974102      0.99946750
      2.66300     0.999727      0.99973965      0.99946667
      2.66350     0.999726      0.99973822      0.99946452
      2.66400     0.999727      0.99973685      0.99946417
      2.66450     0.999727      0.99973541      0.99946250
      2.66500     0.999727      0.99973404      0.99946119
      2.66550     0.999727      0.99973261      0.99945952
      2.66600     0.999727      0.99973124      0.99945809
      2.66650     0.999728      0.99972981      0.99945767
      2.66700     0.999728      0.99972844      0.99945648
      2.66750     0.999727      0.99972701      0.99945410
      2.66800     0.999728      0.99972564      0.99945326
      2.66850     0.999729      0.99972421      0.99945308
      2.66900     0.999728      0.99972284      0.99945130
      2.66950     0.999729      0.99972147      0.99945082
      2.67000     0.999729      0.99972004      0.99944915
      2.67050     0.999729      0.99972147      0.99945040
      2.67100     0.999730      0.99972284      0.99945290
      2.67150     0.999728      0.99972421      0.99945195
      2.67200     0.999730      0.99972564      0.99945576
      2.67250     0.999730      0.99972701      0.99945696
      2.67300     0.999730      0.99972844      0.99945839
      2.67350     0.999729      0.99972981      0.99945851
      2.67400     0.999729      0.99973124      0.99946023
      2.67450     0.999731      0.99973261      0.99946345
      2.67500     0.999731      0.99973404      0.99946488
      2.67550     0.999730      0.99973541      0.99946542
      2.67600     0.999731      0.99973685      0.99946756
      2.67650     0.999731      0.99973822      0.99946905
      2.67700     0.999730      0.99973965      0.99947007
      2.67750     0.999731      0.99974102      0.99947167
      2.67800     0.999732      0.99974245      0.99947406
      2.67850     0.999732      0.99974382      0.99947561
      2.67900     0.999731      0.99974525      0.99947591
      2.67950     0.999732      0.99974662      0.99947841
      2.68000     0.999731      0.99974805      0.99947912
      2.68050     0.999731      0.99974805      0.99947948
      2.68100     0.999732      0.99974805      0.99947996
      2.68150     0.999733      0.99974805      0.99948151
      2.68200     0.999733      0.99974805      0.99948079
      2.68250     0.999733      0.99974805      0.99948145
      2.68300     0.999732      0.99974805      0.99948049
      2.68350     0.999733      0.99974805      0.99948103
      2.68400     0.999733      0.99974805      0.99948157
      2.68450     0.999735      0.99974805      0.99948276
      2.68500     0.999733      0.99974805      0.99948157
      2.68550     0.999733      0.99974805      0.99948157
      2.68600     0.999734      0.99974805      0.99948210
      2.68650     0.999734      0.99974805      0.99948192
      2.68700     0.999735      0.99974805      0.99948270
      2.68750     0.999734      0.99974805      0.99948240
      2.68800     0.999735      0.99974805      0.99948282
      2.68850     0.999735      0.99974805      0.99948341
      2.68900     0.999734      0.99974805      0.99948186
      2.68950     0.999736      0.99974805      0.99948389
      2.69000     0.999736      0.99974805      0.99948389
      2.69050     0.999736      0.99974805      0.99948389
      2.69100     0.999736      0.99974805      0.99948443
      2.69150     0.999737      0.99974805      0.99948478
      2.69200     0.999736      0.99974805      0.99948377
      2.69250     0.999736      0.99974805      0.99948437
      2.69300     0.999737      0.99974805      0.99948514
      2.69350     0.999738      0.99974805      0.99948610
      2.69400     0.999736      0.99974805      0.99948401
      2.69450     0.999736      0.99974805      0.99948461
      2.69500     0.999736      0.99974805      0.99948383
      2.69550     0.999737      0.99974805      0.99948526
      2.69600     0.999737      0.99974805      0.99948484
      2.69650     0.999737      0.99974805      0.99948556
      2.69700     0.999738      0.99974805      0.99948604
      2.69750     0.999739      0.99974805      0.99948681
      2.69800     0.999738      0.99974805      0.99948627
      2.69850     0.999738      0.99974805      0.99948586
      2.69900     0.999738      0.99974805      0.99948592
      2.69950     0.999738      0.99974805      0.99948645
      2.70000     0.999739      0.99974805      0.99948669
      2.70050     0.999739      0.99974805      0.99948669
      2.70100     0.999739      0.99974805      0.99948675
      2.70150     0.999738      0.99974805      0.99948586
      2.70200     0.999739      0.99974805      0.99948717
      2.70250     0.999739      0.99974805      0.99948705
      2.70300     0.999738      0.99974805      0.99948639
      2.70350     0.999740      0.99974805      0.99948782
      2.70400     0.999739      0.99974805      0.99948693
      2.70450     0.999740      0.99974805      0.99948788
      2.70500     0.999741      0.99974805      0.99948878
      2.70550     0.999740      0.99974805      0.99948836
      2.70600     0.999740      0.99974805      0.99948806
      2.70650     0.999740      0.99974805      0.99948812
      2.70700     0.999739      0.99974805      0.99948729
      2.70750     0.999741      0.99974805      0.99948907
      2.70800     0.999740      0.99974805      0.99948848
      2.70850     0.999741      0.99974805      0.99948907
      2.70900     0.999742      0.99974805      0.99948991
      2.70950     0.999741      0.99974805      0.99948878
      2.71000     0.999740      0.99974805      0.99948854
      2.71050     0.999740      0.99974942      0.99948973
      2.71100     0.999742      0.99975085      0.99949271
      2.71150     0.999742      0.99975222      0.99949414
      2.71200     0.999741      0.99975365      0.99949497
      2.71250     0.999741      0.99975502      0.99949640
      2.71300     0.999742      0.99975646      0.99949831
      2.71350     0.999742      0.99975783      0.99949992
      2.71400     0.999742      0.99975926      0.99950141
      2.71450     0.999741      0.99976063      0.99950212
      2.71500     0.999741      0.99976200      0.99950278
      2.71550     0.999741      0.99976343      0.99950481
      2.71600     0.999742      0.99976480      0.99950683
      2.71650     0.999742      0.99976623      0.99950826
      2.71700     0.999741      0.99976760      0.99950838
      2.71750     0.999741      0.99976903      0.99951053
      2.71800     0.999741      0.99977040      0.99951136
      2.71850     0.999742      0.99977183      0.99951380
      2.71900     0.999741      0.99977320      0.99951386
      2.71950     0.999741      0.99977463      0.99951529
      2.72000     0.999740      0.99977601      0.99951655
      2.72050     0.999741      0.99977601      0.99951708
      2.72100     0.999740      0.99977601      0.99951649
      2.72150     0.999740      0.99977601      0.99951607
      2.72200     0.999741      0.99977601      0.99951714
      2.72250     0.999741      0.99977601      0.99951672
      2.72300     0.999739      0.99977601      0.99951541
      2.72350     0.999740      0.99977601      0.99951607
      2.72400     0.999740      0.99977601      0.99951619
      2.72450     0.999741      0.99977601      0.99951666
      2.72500     0.999741      0.99977601      0.99951678
      2.72550     0.999740      0.99977601      0.99951559
      2.72600     0.999740      0.99977601      0.99951637
      2.72650     0.999739      0.99977601      0.99951535
      2.72700     0.999739      0.99977601      0.99951523
      2.72750     0.999738      0.99977601      0.99951446
      2.72800     0.999738      0.99977601      0.99951422
      2.72850     0.999739      0.99977601      0.99951529
      2.72900     0.999738      0.99977601      0.99951452
      2.72950     0.999738      0.99977601      0.99951428
      2.73000     0.999738      0.99977601      0.99951416
      2.73050     0.999738      0.99977601      0.99951398
      2.73100     0.999737      0.99977601      0.99951291
      2.73150     0.999737      0.99977601      0.99951285
      2.73200     0.999735      0.99977601      0.99951154
      2.73250     0.999735      0.99977601      0.99951142
      2.73300     0.999734      0.99977601      0.99950981
      2.73350     0.999734      0.99977601      0.99951023
      2.73400     0.999735      0.99977601      0.99951076
      2.73450     0.999734      0.99977601      0.99950999
      2.73500     0.999733      0.99977601      0.99950904
      2.73550     0.999733      0.99977601      0.99950904
      2.73600     0.999732      0.99977601      0.99950779
      2.73650     0.999731      0.99977601      0.99950749
      2.73700     0.999731      0.99977601      0.99950683
      2.73750     0.999731      0.99977601      0.99950731
      2.73800     0.999730      0.99977601      0.99950588
      2.73850     0.999730      0.99977601      0.99950600
      2.73900     0.999728      0.99977601      0.99950421
      2.73950     0.999728      0.99977601      0.99950433
      2.74000     0.999728      0.99977601      0.99950373
      2.74050     0.999728      0.99977601      0.99950403
      2.74100     0.999726      0.99977601      0.99950248
      2.74150     0.999726      0.99977601      0.99950171
      2.74200     0.999724      0.99977601      0.99950010
      2.74250     0.999724      0.99977601      0.99950016
      2.74300     0.999723      0.99977601      0.99949867
      2.74350     0.999723      0.99977601      0.99949926
      2.74400     0.999722      0.99977601      0.99949795
      2.74450     0.999720      0.99977601      0.99949611
      2.74500     0.999720      0.99977601      0.99949569
      2.74550     0.999719      0.99977601      0.99949503
      2.74600     0.999719      0.99977601      0.99949521
      2.74650     0.999716      0.99977601      0.99949176
      2.74700     0.999716      0.99977601      0.99949253
      2.74750     0.999715      0.99977601      0.99949104
      2.74800     0.999714      0.99977601      0.99949056
      2.74850     0.999714      0.99977601      0.99948985
      2.74900     0.999712      0.99977601      0.99948782
      2.74950     0.999711      0.99977601      0.99948669
      2.75000     0.999710      0.99977601      0.99948615
      2.75050     0.999708      0.99977601      0.99948383
      2.75100     0.999709      0.99977601      0.99948532
      2.75150     0.999707      0.99977601      0.99948258
      2.75200     0.999706      0.99977601      0.99948228
      2.75250     0.999705      0.99977601      0.99948097
      2.75300     0.999704      0.99977601      0.99948031
      2.75350     0.999702      0.99977601      0.99947847
      2.75400     0.999701      0.99977601      0.99947757
      2.75450     0.999701      0.99977601      0.99947698
      2.75500     0.999699      0.99977601      0.99947459
      2.75550     0.999697      0.99977601      0.99947316
      2.75600     0.999696      0.99977601      0.99947245
      2.75650     0.999694      0.99977601      0.99946959
      2.75700     0.999693      0.99977601      0.99946929
      2.75750     0.999691      0.99977601      0.99946697
      2.75800     0.999690      0.99977601      0.99946655
      2.75850     0.999689      0.99977601      0.99946470
      2.75900     0.999686      0.99977601      0.99946238
      2.75950     0.999685      0.99977601      0.99946154
      2.76000     0.999684      0.99977601      0.99945975
      2.76050     0.999682      0.99977601      0.99945844
      2.76100     0.999680      0.99977601      0.99945606
      2.76150     0.999678      0.99977601      0.99945415
      2.76200     0.999678      0.99977601      0.99945362
      2.76250     0.999676      0.99977601      0.99945254
      2.76300     0.999674      0.99977601      0.99944998
      2.76350     0.999673      0.99977601      0.99944867
      2.76400     0.999670      0.99977601      0.99944629
      2.76450     0.999669      0.99977601      0.99944533
      2.76500     0.999667      0.99977601      0.99944343
      2.76550     0.999665      0.99977601      0.99944146
      2.76600     0.999663      0.99977601      0.99943949
      2.76650     0.999661      0.99977601      0.99943735
      2.76700     0.999660      0.99977601      0.99943574
      2.76750     0.999657      0.99977601      0.99943336
      2.76800     0.999656      0.99977601      0.99943210
      2.76850     0.999654      0.99977601      0.99942960
      2.76900     0.999650      0.99977601      0.99942650
      2.76950     0.999649      0.99977601      0.99942489
      2.77000     0.999647      0.99977601      0.99942334
      2.77050     0.999646      0.99977744      0.99942311
      2.77100     0.999643      0.99977881      0.99942168
      2.77150     0.999640      0.99978024      0.99942072
      2.77200     0.999639      0.99978161      0.99942042
      2.77250     0.999635      0.99978304      0.99941792
      2.77300     0.999633      0.99978441      0.99941780
      2.77350     0.999631      0.99978584      0.99941685
      2.77400     0.999629      0.99978721      0.99941679
      2.77450     0.999627      0.99978864      0.99941577
      2.77500     0.999623      0.99979001      0.99941309
      2.77550     0.999623      0.99979144      0.99941422
      2.77600     0.999620      0.99979281      0.99941250
      2.77650     0.999617      0.99979424      0.99941083
      2.77700     0.999615      0.99979562      0.99941101
      2.77750     0.999612      0.99979705      0.99940874
      2.77800     0.999610      0.99979842      0.99940814
      2.77850     0.999606      0.99979985      0.99940636
      2.77900     0.999604      0.99980122      0.99940516
      2.77950     0.999601      0.99980265      0.99940379
      2.78000     0.999598      0.99980402      0.99940207
      2.78050     0.999596      0.99980122      0.99939700
      2.78100     0.999593      0.99979842      0.99939188
      2.78150     0.999590      0.99979562      0.99938544
      2.78200     0.999587      0.99979281      0.99938008
      2.78250     0.999584      0.99979001      0.99937460
      2.78300     0.999582      0.99978721      0.99936959
      2.78350     0.999579      0.99978441      0.99936369
      2.78400     0.999577      0.99978161      0.99935827
      2.78450     0.999573      0.99977881      0.99935142
      2.78500     0.999570      0.99977601      0.99934576
      2.78550     0.999567      0.99977320      0.99934075
      2.78600     0.999564      0.99977040      0.99933432
      2.78650     0.999560      0.99976760      0.99932800
      2.78700     0.999558      0.99976480      0.99932264
      2.78750     0.999554      0.99976206      0.99931614
      2.78800     0.999550      0.99975926      0.99930965
      2.78850     0.999548      0.99975646      0.99930458
      2.78900     0.999544      0.99975365      0.99929809
      2.78950     0.999540      0.99975085      0.99929136
      2.79000     0.999538      0.99974805      0.99928635
      2.79050     0.999534      0.99974805      0.99928176
      2.79100     0.999530      0.99974805      0.99927807
      2.79150     0.999527      0.99974805      0.99927521
      2.79200     0.999522      0.99974805      0.99927044
      2.79250     0.999520      0.99974805      0.99926788
      2.79300     0.999516      0.99974805      0.99926448
      2.79350     0.999512      0.99974805      0.99926019
      2.79400     0.999509      0.99974805      0.99925697
      2.79450     0.999506      0.99974805      0.99925417
      2.79500     0.999501      0.99974805      0.99924952
      2.79550     0.999499      0.99974805      0.99924744
      2.79600     0.999494      0.99974805      0.99924208
      2.79650     0.999491      0.99974805      0.99923945
      2.79700     0.999488      0.99974805      0.99923641
      2.79750     0.999483      0.99974805      0.99923129
      2.79800     0.999479      0.99974805      0.99922724
      2.79850     0.999475      0.99974805      0.99922342
      2.79900     0.999473      0.99974805      0.99922122
      2.79950     0.999469      0.99974805      0.99921747
      2.80000     0.999463      0.99974805      0.99921139
      2.80050     0.999461      0.99974245      0.99920311
      2.80100     0.999456      0.99973685      0.99919333
      2.80150     0.999451      0.99973124      0.99918285
      2.80200     0.999447      0.99972564      0.99917320
