Test Spectra from Irwin et al. (2014), The Transit Spectra of Earth and Jupiter, Icarus
Column 1: Wavelength (in microns)
Column 2: 100*Ap/Astar (Earth-Sun Primary Transit)
Column 3: 100*Ap/Astar (Earth-Mdwarf Primary Transit)
Column 4: 100*Ap/Astar (Jupiter-Sun Primary Transit)
Column 5: Fp/Astar (Earth-Sun Secondary Eclipse)
Column 6: Disc-averaged radiance of Earth (W cm-2 sr-1 micron-1)
Column 7: Fp/Astar (Jupiter-Sun Secondary Eclipse)
Column 8: Disc-averaged radiance of Jupiter (W cm-2 sr-1 micron-1)
Column 9: Solar spectral irradiance spectrum (W micron-1)
           (Solar Radius = 695500.0 km)
Column 10: Mdwarf spectral irradiance spectrum (W micron-1)
           (Mdwarf Radius = 97995.0 km)
     Column 1     Column 2     Column 3     Column 4     Column 5     Column 6     Column 7     Column 8     Column 9    Column 10
      3.13600   0.00842045     0.424147      1.05936  1.82969e-11  7.11555e-06  7.57578e-10  2.32780e-06  6.20001e+24  2.98862e+22
      3.15200   0.00841975     0.424112      1.05971  2.40714e-11  9.18925e-06  4.73841e-10  1.42842e-06  6.08274e+24  2.96662e+22
      3.16800   0.00841896     0.424073      1.06014  3.83499e-11  1.43752e-05  2.26684e-10  6.70588e-07  5.96910e+24  2.94657e+22
      3.18400   0.00842019     0.424135      1.06063  3.11457e-11  1.14580e-05  8.67293e-11  2.51790e-07  5.85798e+24  2.92761e+22
      3.20000   0.00842340     0.424295      1.06106  1.36090e-11  4.90115e-06  2.95799e-11  8.42662e-08  5.74820e+24  2.91017e+22
      3.21600   0.00842675     0.424462      1.06150  1.02908e-11  3.63017e-06  1.00124e-11  2.79867e-08  5.64012e+24  2.89350e+22
      3.23200   0.00842940     0.424595      1.06185  1.35441e-11  4.69776e-06  2.54591e-12  6.97972e-09  5.53183e+24  2.87687e+22
      3.24800   0.00843137     0.424693      1.06206  1.66444e-11  5.66942e-06  1.01595e-12  2.73048e-09  5.42305e+24  2.86106e+22
      3.26400   0.00843629     0.424940      1.06207  1.80315e-11  6.02464e-06  6.81766e-13  1.79632e-09  5.31645e+24  2.84618e+22
      3.28000   0.00844045     0.425149      1.06185  2.09666e-11  6.87645e-06  9.54976e-13  2.46813e-09  5.21496e+24  2.83063e+22
      3.29600   0.00843942     0.425097      1.06197  2.19956e-11  7.07983e-06  1.00964e-12  2.56075e-09  5.11769e+24  2.81412e+22
      3.31200   0.00844379     0.425316      1.06245  1.52177e-11  4.80214e-06  6.47819e-13  1.61252e-09  5.02257e+24  2.79661e+22
      3.32800   0.00843804     0.425028      1.06238  2.09274e-11  6.49020e-06  7.63647e-13  1.86562e-09  4.92952e+24  2.77877e+22
      3.34400   0.00842753     0.424501      1.06209  2.90722e-11  8.85692e-06  9.20742e-13  2.20861e-09  4.84012e+24  2.76107e+22
      3.36000   0.00842719     0.424484      1.06209  3.04794e-11  9.12742e-06  9.02371e-13  2.12631e-09  4.75463e+24  2.74321e+22
      3.37600   0.00842664     0.424456      1.06193  3.82386e-11  1.12689e-05  1.23900e-12  2.86934e-09  4.67288e+24  2.72481e+22
      3.39200   0.00842524     0.424386      1.06182  4.64982e-11  1.34799e-05  2.10624e-12  4.79413e-09  4.59278e+24  2.70624e+22
      3.40800   0.00842304     0.424276      1.06167  5.25741e-11  1.49813e-05  3.67571e-12  8.22083e-09  4.51283e+24  2.68841e+22
      3.42400   0.00842108     0.424178      1.06153  6.21633e-11  1.74140e-05  4.73835e-12  1.04119e-08  4.43381e+24  2.67084e+22
      3.44000   0.00841993     0.424120      1.06144  6.67895e-11  1.83957e-05  5.41781e-12  1.17002e-08  4.35757e+24  2.65259e+22
      3.45600   0.00841806     0.424026      1.06132  7.10684e-11  1.92474e-05  7.05817e-12  1.49847e-08  4.28380e+24  2.63397e+22
      3.47200   0.00841799     0.424023      1.06141  7.51952e-11  2.00319e-05  4.90921e-12  1.02477e-08  4.21200e+24  2.61513e+22
      3.48800   0.00841775     0.424010      1.06143  7.82719e-11  2.05048e-05  3.46262e-12  7.10544e-09  4.14057e+24  2.59621e+22
      3.50400   0.00841521     0.423883      1.06124  8.27743e-11  2.13138e-05  4.89915e-12  9.87946e-09  4.06900e+24  2.57721e+22
      3.52000   0.00841483     0.423864      1.06119  8.35580e-11  2.11447e-05  6.08160e-12  1.20503e-08  3.99809e+24  2.55821e+22
      3.53600   0.00841801     0.424023      1.06136  8.05028e-11  2.00223e-05  4.52133e-12  8.80381e-09  3.92897e+24  2.53903e+22
      3.55200   0.00841930     0.424088      1.06135  8.18022e-11  2.00001e-05  3.61604e-12  6.92056e-09  3.86173e+24  2.52035e+22
      3.56800   0.00842177     0.424212      1.06126  8.63424e-11  2.07561e-05  4.76245e-12  8.95970e-09  3.79610e+24  2.50186e+22
      3.58400   0.00842256     0.424251      1.06117  9.05592e-11  2.14001e-05  8.25251e-12  1.52586e-08  3.73080e+24  2.48327e+22
      3.60000   0.00841972     0.424109      1.06100  9.72397e-11  2.25860e-05  1.14065e-11  2.07239e-08  3.66601e+24  2.46454e+22
      3.61600   0.00841712     0.423978      1.06087  1.04769e-10  2.39150e-05  1.58662e-11  2.83191e-08  3.60149e+24  2.44586e+22
      3.63200   0.00841403     0.423824      1.06064  1.12230e-10  2.51667e-05  2.87480e-11  5.03907e-08  3.53685e+24  2.42779e+22
      3.64800   0.00841213     0.423728      1.06045  1.18903e-10  2.61879e-05  4.23087e-11  7.28164e-08  3.47276e+24  2.41006e+22
      3.66400   0.00841119     0.423681      1.06032  1.15094e-10  2.48734e-05  6.05929e-11  1.02375e-07  3.40917e+24  2.39271e+22
      3.68000   0.00841051     0.423647      1.06029  1.16051e-10  2.46091e-05  6.88530e-11  1.14170e-07  3.34582e+24  2.37562e+22
      3.69600   0.00840970     0.423606      1.06027  1.31245e-10  2.73421e-05  7.51405e-11  1.22295e-07  3.28405e+24  2.35905e+22
      3.71200   0.00840945     0.423594      1.06035  1.40391e-10  2.87360e-05  6.68977e-11  1.06930e-07  3.22524e+24  2.34371e+22
      3.72800   0.00840950     0.423596      1.06042  1.43898e-10  2.89617e-05  5.26373e-11  8.27297e-08  3.17134e+24  2.32928e+22
      3.74400   0.00840933     0.423588      1.06047  1.48947e-10  2.94941e-05  3.40475e-11  5.26445e-08  3.11991e+24  2.31457e+22
      3.76000   0.00840893     0.423567      1.06042  1.52280e-10  2.96880e-05  3.11693e-11  4.74544e-08  3.07202e+24  2.29855e+22
      3.77600   0.00840887     0.423564      1.06049  1.59966e-10  3.07288e-05  2.66814e-11  4.00179e-08  3.02637e+24  2.28153e+22
      3.79200   0.00840915     0.423578      1.06048  1.67790e-10  3.17664e-05  2.88284e-11  4.26050e-08  2.98206e+24  2.26452e+22
      3.80800   0.00840882     0.423562      1.06030  1.75847e-10  3.28190e-05  3.63711e-11  5.29799e-08  2.93921e+24  2.24719e+22
      3.82400   0.00840851     0.423546      1.06028  1.83675e-10  3.37951e-05  3.63772e-11  5.22338e-08  2.89732e+24  2.22854e+22
      3.84000   0.00840994     0.423618      1.06043  1.92136e-10  3.48407e-05  3.21302e-11  4.54583e-08  2.85479e+24  2.20830e+22
      3.85600   0.00841325     0.423784      1.06041  1.93288e-10  3.45247e-05  4.06067e-11  5.65922e-08  2.81212e+24  2.18620e+22
      3.87200   0.00841727     0.423986      1.06030  1.87189e-10  3.29210e-05  3.98763e-11  5.47276e-08  2.76927e+24  2.16307e+22
      3.88800   0.00841813     0.424029      1.06025  1.93522e-10  3.35101e-05  4.33903e-11  5.86231e-08  2.72615e+24  2.13857e+22
      3.90400   0.00841651     0.423947      1.06024  2.09693e-10  3.57428e-05  5.23016e-11  6.95377e-08  2.68275e+24  2.11203e+22
      3.92000   0.00841596     0.423920      1.06010  2.18339e-10  3.66183e-05  7.53630e-11  9.85847e-08  2.63953e+24  2.08279e+22
      3.93600   0.00841338     0.423790      1.05993  2.35981e-10  3.89460e-05  1.15653e-10  1.48847e-07  2.59692e+24  2.05095e+22
      3.95200   0.00840950     0.423596      1.05982  2.60028e-10  4.22409e-05  1.34305e-10  1.70082e-07  2.55529e+24  2.01765e+22
      3.96800   0.00840690     0.423466      1.05971  2.79025e-10  4.46084e-05  1.81396e-10  2.26019e-07  2.51415e+24  1.98296e+22
      3.98400   0.00840557     0.423399      1.05962  2.93368e-10  4.61424e-05  2.28881e-10  2.80545e-07  2.47325e+24  1.94676e+22
      4.00000   0.00840555     0.423398      1.05954  3.05542e-10  4.72703e-05  2.97419e-10  3.58585e-07  2.43275e+24  1.90849e+22
      4.01600   0.00840768     0.423505      1.05941  3.13953e-10  4.78166e-05  4.09387e-10  4.85915e-07  2.39498e+24  1.86898e+22
      4.03200   0.00841038     0.423640      1.05937  3.19936e-10  4.79854e-05  4.11792e-10  4.81353e-07  2.35863e+24  1.83010e+22
      4.04800   0.00841043     0.423643      1.05934  3.32903e-10  4.91956e-05  4.32622e-10  4.98246e-07  2.32386e+24  1.79284e+22
      4.06400   0.00840923     0.423582      1.05921  3.49753e-10  5.09361e-05  5.61480e-10  6.37231e-07  2.29001e+24  1.75768e+22
      4.08000   0.00840999     0.423620      1.05913  3.60557e-10  5.17547e-05  6.52850e-10  7.30319e-07  2.25722e+24  1.72340e+22
      4.09600   0.00840900     0.423571      1.05901  3.77210e-10  5.33683e-05  7.89539e-10  8.70511e-07  2.22472e+24  1.69014e+22
      4.11200   0.00840608     0.423425      1.05897  3.99405e-10  5.57067e-05  8.22997e-10  8.94394e-07  2.19283e+24  1.65802e+22
      4.12800   0.00840484     0.423362      1.05889  4.16026e-10  5.71923e-05  8.92174e-10  9.55725e-07  2.16151e+24  1.62912e+22
      4.14400   0.00841088     0.423665      1.05885  3.85616e-10  5.21772e-05  8.90620e-10  9.40483e-07  2.13075e+24  1.60219e+22
      4.16000   0.00842531     0.424389      1.05883  2.52188e-10  3.34707e-05  7.88132e-10  8.20256e-07  2.10003e+24  1.57721e+22
      4.17600   0.00844186     0.425218      1.05878  9.67650e-11  1.25511e-05  7.40973e-10  7.59936e-07  2.06942e+24  1.55300e+22
      4.19200   0.00846405     0.426333      1.05880  3.02784e-11  3.84423e-06  6.25790e-10  6.32232e-07  2.03856e+24  1.52865e+22
      4.20800   0.00849103     0.427688      1.05880  2.84720e-11  3.55673e-06  5.58379e-10  5.55187e-07  2.00625e+24  1.50475e+22
      4.22400   0.00851004     0.428642      1.05881  4.49066e-11  5.51258e-06  5.68961e-10  5.55908e-07  1.97149e+24  1.48149e+22
      4.24000   0.00851589     0.428935      1.05880  5.37241e-11  6.47019e-06  6.24963e-10  5.99072e-07  1.93419e+24  1.45874e+22
      4.25600   0.00851503     0.428892      1.05876  5.38498e-11  6.35713e-06  7.83324e-10  7.36028e-07  1.89595e+24  1.43631e+22
      4.27200   0.00851745     0.429014      1.05873  5.97690e-11  6.90954e-06  9.34421e-10  8.59789e-07  1.85662e+24  1.41373e+22
      4.28800   0.00851667     0.428975      1.05868  6.11306e-11  6.90982e-06  6.93768e-10  6.24164e-07  1.81534e+24  1.39103e+22
      4.30400   0.00851233     0.428757      1.05872  5.67190e-11  6.26098e-06  4.34077e-10  3.81378e-07  1.77282e+24  1.36838e+22
      4.32000   0.00850511     0.428395      1.05879  4.84417e-11  5.21606e-06  7.79086e-10  6.67705e-07  1.72931e+24  1.34614e+22
      4.33600   0.00849756     0.428016      1.05871  4.14739e-11  4.35153e-06  1.02567e-09  8.56544e-07  1.68507e+24  1.32424e+22
      4.35200   0.00849079     0.427676      1.05866  3.90648e-11  3.99256e-06  9.69342e-10  7.88533e-07  1.64141e+24  1.30233e+22
      4.36800   0.00848318     0.427294      1.05871  4.00531e-11  3.99307e-06  8.69301e-10  6.89791e-07  1.60111e+24  1.28042e+22
      4.38400   0.00847627     0.426946      1.05878  4.07588e-11  3.96940e-06  7.04988e-10  5.46463e-07  1.56406e+24  1.25919e+22
      4.40000   0.00847350     0.426807      1.05880  3.94794e-11  3.75783e-06  6.69492e-10  5.07210e-07  1.52868e+24  1.23880e+22
      4.41600   0.00846920     0.426591      1.05880  4.59992e-11  4.28547e-06  7.05015e-10  5.22780e-07  1.49622e+24  1.21901e+22
      4.43200   0.00846385     0.426322      1.05884  6.61583e-11  6.03979e-06  6.88005e-10  4.99859e-07  1.46599e+24  1.20008e+22
      4.44800   0.00845882     0.426070      1.05888  9.32868e-11  8.35796e-06  7.50254e-10  5.34712e-07  1.43809e+24  1.18185e+22
      4.46400   0.00845506     0.425881      1.05884  1.10065e-10  9.68035e-06  8.89547e-10  6.22195e-07  1.41134e+24  1.16431e+22
      4.48000   0.00845053     0.425653      1.05880  1.73800e-10  1.50691e-05  1.03794e-09  7.13474e-07  1.38701e+24  1.14744e+22
      4.49600   0.00844503     0.425378      1.05871  2.82210e-10  2.41399e-05  1.72764e-09  1.16826e-06  1.36446e+24  1.13127e+22
      4.51200   0.00844384     0.425318      1.05866  2.75810e-10  2.32037e-05  3.21138e-09  2.13746e-06  1.34302e+24  1.11597e+22
      4.52800   0.00844270     0.425261      1.05870  2.92455e-10  2.42208e-05  4.68098e-09  3.06793e-06  1.32246e+24  1.10098e+22
      4.54400   0.00843967     0.425109      1.05889  3.99058e-10  3.26562e-05  3.81287e-09  2.46272e-06  1.30328e+24  1.08593e+22
      4.56000   0.00843623     0.424937      1.05884  5.45909e-10  4.41870e-05  6.75589e-09  4.30446e-06  1.28561e+24  1.07091e+22
      4.57600   0.00843159     0.424704      1.05867  7.45287e-10  5.96893e-05  1.57662e-08  9.91326e-06  1.26871e+24  1.05602e+22
      4.59200   0.00842620     0.424433      1.05866  9.62853e-10  7.63462e-05  2.24405e-08  1.39343e-05  1.25293e+24  1.04141e+22
      4.60800   0.00842138     0.424191      1.05866  1.11300e-09  8.73344e-05  2.71245e-08  1.66472e-05  1.23838e+24  1.02719e+22
      4.62400   0.00841720     0.423982      1.05869  1.19450e-09  9.27447e-05  2.28233e-08  1.38561e-05  1.22501e+24  1.01341e+22
      4.64000   0.00841408     0.423825      1.05868  1.24345e-09  9.55174e-05  2.40711e-08  1.44599e-05  1.21211e+24  9.99930e+21
      4.65600   0.00841067     0.423653      1.05864  1.32145e-09  0.000100469  2.96188e-08  1.76104e-05  1.19971e+24  9.86754e+21
      4.67200   0.00841228     0.423734      1.05865  1.34216e-09  0.000101007  2.83645e-08  1.66999e-05  1.18799e+24  9.73608e+21
      4.68800   0.00843380     0.424814      1.05862  1.29509e-09  9.65601e-05  3.80791e-08  2.22012e-05  1.17642e+24  9.60481e+21
      4.70400   0.00845672     0.425964      1.05859  1.21202e-09  8.95199e-05  4.20446e-08  2.42667e-05  1.16460e+24  9.47441e+21
      4.72000   0.00845659     0.425958      1.05857  1.20538e-09  8.80435e-05  3.70713e-08  2.11751e-05  1.15256e+24  9.34750e+21
      4.73600   0.00845349     0.425802      1.05855  1.25730e-09  9.08358e-05  3.96614e-08  2.24239e-05  1.14082e+24  9.22385e+21
      4.75200   0.00845865     0.426061      1.05853  1.32239e-09  9.46478e-05  4.78004e-08  2.67506e-05  1.12921e+24  9.10233e+21
      4.76800   0.00845730     0.425994      1.05852  1.33256e-09  9.43048e-05  5.29345e-08  2.93163e-05  1.11749e+24  8.97943e+21
      4.78400   0.00845413     0.425834      1.05851  1.31056e-09  9.15960e-05  5.52498e-08  3.02660e-05  1.10535e+24  8.85567e+21
      4.80000   0.00845172     0.425713      1.05850  1.29602e-09  8.95389e-05  6.15875e-08  3.33625e-05  1.09305e+24  8.73167e+21
      4.81600   0.00845134     0.425694      1.05849  1.23054e-09  8.40019e-05  6.03235e-08  3.23084e-05  1.08070e+24  8.61173e+21
      4.83200   0.00844653     0.425453      1.05849  1.28435e-09  8.66117e-05  5.45476e-08  2.88795e-05  1.06829e+24  8.49472e+21
      4.84800   0.00843878     0.425064      1.05849  1.29051e-09  8.58942e-05  4.90398e-08  2.56644e-05  1.05598e+24  8.38075e+21
      4.86400   0.00843207     0.424727      1.05848  1.53913e-09  0.000101551  6.77780e-08  3.50614e-05  1.04380e+24  8.26923e+21
      4.88000   0.00842671     0.424458      1.05848  1.65008e-09  0.000107610  6.58056e-08  3.36535e-05  1.03191e+24  8.15832e+21
      4.89600   0.00842282     0.424263      1.05848  1.60156e-09  0.000102934  4.74652e-08  2.39931e-05  1.01996e+24  8.04742e+21
      4.91200   0.00841861     0.424051      1.05848  1.93377e-09  0.000123186  5.87433e-08  2.93441e-05  1.00795e+24  7.93643e+21
      4.92800   0.00841454     0.423847      1.05847  2.04151e-09  0.000128530  5.76255e-08  2.84363e-05  9.95711e+23  7.82557e+21
      4.94400   0.00841383     0.423811      1.05847  1.74589e-09  0.000108120  4.38943e-08  2.13999e-05  9.83734e+23  7.71570e+21
      4.96000   0.00841270     0.423755      1.05847  1.69730e-09  0.000103757  4.22175e-08  2.03396e-05  9.72128e+23  7.60940e+21
      4.97600   0.00840923     0.423580      1.05847  2.05524e-09  0.000124520  5.17676e-08  2.46514e-05  9.60856e+23  7.50526e+21
      4.99200   0.00840731     0.423484      1.05846  2.19971e-09  0.000131807  5.83968e-08  2.74842e-05  9.49662e+23  7.40180e+21
      5.00800   0.00840909     0.423574      1.05846  1.81030e-09  0.000106873  4.56409e-08  2.12458e-05  9.39279e+23  7.30792e+21
      5.02400   0.00841008     0.423624      1.05846  1.55135e-09  9.03093e-05  3.83088e-08  1.76503e-05  9.29666e+23  7.22362e+21
      5.04000   0.00840636     0.423436      1.05845  2.16922e-09  0.000125706  6.05478e-08  2.76082e-05  9.20054e+23  7.13931e+21
      5.05600   0.00840442     0.423339      1.05845  2.58744e-09  0.000148828  7.25044e-08  3.27146e-05  9.10441e+23  7.05501e+21
      5.07200   0.00840663     0.423450      1.05845  2.23860e-09  0.000127098  5.81166e-08  2.59459e-05  9.00829e+23  6.97071e+21
      5.08800   0.00840877     0.423558      1.05845  1.87779e-09  0.000104865  4.64622e-08  2.05215e-05  8.91217e+23  6.88641e+21
      5.10400   0.00840783     0.423510      1.05845  2.14139e-09  0.000118344  5.33981e-08  2.33305e-05  8.81604e+23  6.80210e+21
      5.12000   0.00840793     0.423516      1.05844  2.14044e-09  0.000116983  5.34932e-08  2.31173e-05  8.71992e+23  6.71780e+21
      5.13600   0.00841097     0.423669      1.05844  1.63216e-09  8.79819e-05  3.98727e-08  1.70412e-05  8.62379e+23  6.63350e+21
      5.15200   0.00841363     0.423802      1.05845  1.61554e-09  8.60314e-05  3.75569e-08  1.58725e-05  8.52767e+23  6.54920e+21
      5.16800   0.00841541     0.423891      1.05844  2.24286e-09  0.000118454  5.67558e-08  2.37161e-05  8.43155e+23  6.46489e+21
      5.18400   0.00841308     0.423774      1.05843  2.29891e-09  0.000120047  5.69002e-08  2.35054e-05  8.33542e+23  6.38059e+21
      5.20000   0.00841517     0.423879      1.05843  1.61056e-09  8.28192e-05  3.31512e-08  1.35368e-05  8.23930e+23  6.29629e+21
      5.21600   0.00841832     0.424038      1.05843  1.35139e-09  6.85337e-05  2.61463e-08  1.05519e-05  8.14317e+23  6.21199e+21
      5.23200   0.00841679     0.423961      1.05842  1.60295e-09  8.03558e-05  3.30502e-08  1.31806e-05  8.04705e+23  6.12768e+21
      5.24800   0.00841405     0.423823      1.05842  1.96557e-09  9.74929e-05  4.11934e-08  1.62319e-05  7.95092e+23  6.04338e+21
      5.26400   0.00841178     0.423709      1.05842  2.28965e-09  0.000112298  4.30720e-08  1.67670e-05  7.85480e+23  5.95908e+21
      5.28000   0.00841286     0.423763      1.05842  1.85243e-09  8.98260e-05  3.09894e-08  1.19435e-05  7.77670e+23  5.89392e+21
      5.29600   0.00841368     0.423805      1.05841  1.66041e-09  7.96799e-05  2.33752e-08  8.92269e-06  7.70221e+23  5.83259e+21
      5.31200   0.00841114     0.423677      1.05841  2.39022e-09  0.000113801  1.41058e-08  5.33232e-06  7.62772e+23  5.77126e+21
      5.32800   0.00841048     0.423644      1.05841  2.58160e-09  0.000121695  6.78631e-09  2.54034e-06  7.55323e+23  5.70994e+21
      5.34400   0.00841592     0.423917      1.05841  1.67151e-09  7.78925e-05  1.01076e-08  3.74631e-06  7.47874e+23  5.64861e+21
      5.36000   0.00841659     0.423951      1.05840  1.56285e-09  7.20591e-05  1.08510e-08  3.98178e-06  7.40425e+23  5.58728e+21
      5.37600   0.00841162     0.423701      1.05840  2.27205e-09  0.000103733  1.57424e-08  5.71855e-06  7.32977e+23  5.52596e+21
      5.39200   0.00841091     0.423665      1.05840  2.48567e-09  0.000112362  2.20756e-08  7.93764e-06  7.25527e+23  5.46463e+21
      5.40800   0.00841613     0.423927      1.05840  1.87973e-09  8.40763e-05  1.70189e-08  6.05661e-06  7.18079e+23  5.40330e+21
      5.42400   0.00841917     0.424080      1.05840  1.37841e-09  6.09915e-05  6.99939e-09  2.46507e-06  7.10630e+23  5.34198e+21
      5.44000   0.00841551     0.423896      1.05839  1.61866e-09  7.08715e-05  5.58970e-09  1.94796e-06  7.03181e+23  5.28065e+21
      5.45600   0.00841749     0.423996      1.05839  1.50349e-09  6.51316e-05  7.05781e-09  2.43353e-06  6.95732e+23  5.21932e+21
      5.47200   0.00842157     0.424201      1.05839  1.27857e-09  5.47963e-05  6.05449e-09  2.06524e-06  6.88283e+23  5.15799e+21
      5.48800   0.00841718     0.423980      1.05839  2.07078e-09  8.77973e-05  3.60556e-09  1.21658e-06  6.80834e+23  5.09667e+21
      5.50400   0.00841449     0.423845      1.05838  2.57746e-09  0.000108083  1.64072e-09  5.47550e-07  6.73385e+23  5.03534e+21
      5.52000   0.00841698     0.423970      1.05838  2.03779e-09  8.44998e-05  1.71019e-09  5.64420e-07  6.65936e+23  4.97401e+21
      5.53600   0.00841686     0.423964      1.05838  1.86250e-09  7.63945e-05  1.54151e-09  5.03255e-07  6.58745e+23  4.91574e+21
      5.55200   0.00841950     0.424097      1.05838  1.52800e-09  6.21128e-05  1.25380e-09  4.05658e-07  6.52841e+23  4.87268e+21
      5.56800   0.00842306     0.424276      1.05838  1.20456e-09  4.85222e-05  9.06361e-10  2.90595e-07  6.46937e+23  4.82963e+21
      5.58400   0.00842237     0.424241      1.05838  1.42726e-09  5.69682e-05  7.71209e-10  2.45007e-07  6.41033e+23  4.78657e+21
      5.60000   0.00841840     0.424041      1.05838  1.79742e-09  7.10820e-05  6.97843e-10  2.19657e-07  6.35130e+23  4.74352e+21
      5.61600   0.00842069     0.424157      1.05837  1.56380e-09  6.12684e-05  7.00275e-10  2.18374e-07  6.29226e+23  4.70046e+21
      5.63200   0.00842482     0.424364      1.05837  1.27861e-09  4.96251e-05  7.61564e-10  2.35258e-07  6.23322e+23  4.65741e+21
      5.64800   0.00842658     0.424453      1.05837  1.22372e-09  4.70446e-05  6.31105e-10  1.93111e-07  6.17418e+23  4.61436e+21
      5.66400   0.00842046     0.424145      1.05837  1.60375e-09  6.10650e-05  4.81513e-10  1.45928e-07  6.11514e+23  4.57130e+21
      5.68000   0.00841971     0.424108      1.05836  1.65699e-09  6.24832e-05  4.67752e-10  1.40389e-07  6.05611e+23  4.52825e+21
      5.69600   0.00842145     0.424195      1.05837  1.57923e-09  5.89704e-05  5.17009e-10  1.53661e-07  5.99707e+23  4.48519e+21
      5.71200   0.00842694     0.424471      1.05837  1.31259e-09  4.85314e-05  5.21567e-10  1.53489e-07  5.93803e+23  4.44214e+21
      5.72800   0.00843262     0.424756      1.05836  1.18151e-09  4.32503e-05  4.11560e-10  1.19912e-07  5.87899e+23  4.39908e+21
      5.74400   0.00843465     0.424858      1.05836  1.25556e-09  4.54994e-05  3.06118e-10  8.82946e-08  5.81995e+23  4.35603e+21
      5.76000   0.00843570     0.424911      1.05837  1.20084e-09  4.30749e-05  3.52127e-10  1.00535e-07  5.76091e+23  4.31298e+21
      5.77600   0.00843206     0.424727      1.05836  1.48012e-09  5.25488e-05  4.35850e-10  1.23163e-07  5.70188e+23  4.26992e+21
      5.79200   0.00842570     0.424408      1.05836  2.10213e-09  7.38593e-05  3.97046e-10  1.11036e-07  5.64284e+23  4.22687e+21
      5.80800   0.00842924     0.424586      1.05838  1.79882e-09  6.25914e-05  3.13196e-10  8.67396e-08  5.58826e+23  4.19101e+21
      5.82400   0.00843482     0.424866      1.05839  1.29078e-09  4.45107e-05  2.76854e-10  7.59871e-08  5.53813e+23  4.16235e+21
      5.84000   0.00843161     0.424705      1.05841  1.54263e-09  5.27137e-05  2.92506e-10  7.95564e-08  5.48800e+23  4.13368e+21
      5.85600   0.00843128     0.424689      1.05842  1.57077e-09  5.31851e-05  3.05285e-10  8.22735e-08  5.43788e+23  4.10502e+21
      5.87200   0.00843742     0.424997      1.05841  1.21345e-09  4.07081e-05  3.27551e-10  8.74604e-08  5.38775e+23  4.07636e+21
      5.88800   0.00844038     0.425145      1.05840  1.11715e-09  3.71286e-05  3.07110e-10  8.12396e-08  5.33763e+23  4.04770e+21
      5.90400   0.00843001     0.424625      1.05850  1.48979e-09  4.90483e-05  2.61833e-10  6.86120e-08  5.28750e+23  4.01904e+21
      5.92000   0.00842839     0.424544      1.05848  1.52644e-09  4.97784e-05  3.96848e-10  1.03006e-07  5.23737e+23  3.99037e+21
      5.93600   0.00843203     0.424727      1.05841  1.38031e-09  4.45823e-05  4.43411e-10  1.13990e-07  5.18725e+23  3.96171e+21
      5.95200   0.00842893     0.424571      1.05860  1.57878e-09  5.04999e-05  3.22489e-10  8.21031e-08  5.13712e+23  3.93305e+21
      5.96800   0.00842827     0.424538      1.05854  1.59383e-09  5.04837e-05  3.26902e-10  8.24145e-08  5.08699e+23  3.90439e+21
      5.98400   0.00842904     0.424577      1.05847  1.58618e-09  4.97463e-05  3.52374e-10  8.79609e-08  5.03687e+23  3.87572e+21
      6.00000   0.00842590     0.424419      1.05866  1.89942e-09  5.89775e-05  3.76426e-10  9.30298e-08  4.98674e+23  3.84706e+21
      6.01600   0.00842280     0.424264      1.05855  2.13499e-09  6.56256e-05  3.34618e-10  8.18660e-08  4.93661e+23  3.81840e+21
      6.03200   0.00842652     0.424450      1.05855  2.02135e-09  6.15018e-05  3.28302e-10  7.95051e-08  4.88649e+23  3.78974e+21
      6.04800   0.00843512     0.424881      1.05869  1.53892e-09  4.63432e-05  3.95158e-10  9.47142e-08  4.83636e+23  3.76108e+21
      6.06400   0.00843513     0.424882      1.05864  1.46799e-09  4.37486e-05  3.43855e-10  8.15634e-08  4.78623e+23  3.73241e+21
      6.08000   0.00842815     0.424532      1.05887  1.96306e-09  5.79721e-05  2.87366e-10  6.75458e-08  4.74282e+23  3.70378e+21
      6.09600   0.00842505     0.424377      1.05880  2.19098e-09  6.41291e-05  2.61908e-10  6.10157e-08  4.70075e+23  3.67515e+21
      6.11200   0.00842959     0.424604      1.05871  1.98575e-09  5.76018e-05  2.38998e-10  5.51801e-08  4.65869e+23  3.64652e+21
      6.12800   0.00842482     0.424365      1.05887  2.48837e-09  7.15300e-05  2.46537e-10  5.64068e-08  4.61662e+23  3.61789e+21
      6.14400   0.00842441     0.424344      1.05879  2.40037e-09  6.83717e-05  2.14932e-10  4.87277e-08  4.57455e+23  3.58926e+21
      6.16000   0.00842652     0.424451      1.05887  2.22596e-09  6.28205e-05  2.18926e-10  4.91767e-08  4.53248e+23  3.56063e+21
      6.17600   0.00842699     0.424474      1.05887  2.26451e-09  6.33153e-05  2.38752e-10  5.31324e-08  4.49042e+23  3.53200e+21
      6.19200   0.00842322     0.424285      1.05892  2.70106e-09  7.48138e-05  2.71990e-10  5.99621e-08  4.44835e+23  3.50337e+21
      6.20800   0.00841899     0.424072      1.05915  3.39685e-09  9.31959e-05  3.12423e-10  6.82245e-08  4.40628e+23  3.47474e+21
      6.22400   0.00841835     0.424039      1.05876  3.85130e-09  0.000104655  3.55815e-10  7.69584e-08  4.36421e+23  3.44611e+21
