2.501	0.0000
2.503	0.0000
2.505	0.0000
2.508	0.0000
2.51	0.0000
2.513	0.0000
2.515	0.0000
2.517	0.0000
2.52	0.0000
2.522	0.0000
2.525	0.0000
2.527	0.0000
2.53	0.0000
2.532	0.0000
2.535	0.0000
2.537	0.0000
2.54	0.0000
2.542	0.0000
2.545	0.0000
2.547	0.0000
2.55	0.0000
2.552	0.0000
2.555	0.0000
2.557	0.0000
2.56	0.0000
2.562	0.0000
2.565	0.0000
2.567	0.0000
2.57	0.0000
2.572	0.0000
2.575	0.0000
2.578	0.0000
2.58	0.0000
2.583	0.0000
2.585	0.0000
2.588	0.0000
2.59	0.0000
2.593	0.0000
2.596	0.0000
2.598	0.0000
2.601	0.0000
2.603	0.0000
2.606	0.0000
2.609	0.0000
2.611	0.0000
2.614	0.0000
2.617	0.0000
2.619	0.0000
2.622	0.0000
2.625	0.0000
2.627	0.0000
2.63	0.0000
2.633	0.0000
2.635	0.0000
2.638	0.0000
2.641	0.0000
2.643	0.0000
2.646	0.0000
2.649	0.0000
2.651	0.0000
2.654	0.0000
2.657	0.0000
2.66	0.0000
2.662	0.0000
2.665	0.0000
2.668	0.0000
2.671	0.0000
2.673	0.0000
2.676	0.0000
2.679	0.0000
2.682	0.0000
2.684	0.0000
2.687	0.0000
2.69	0.0000
2.693	0.0000
2.695	0.0000
2.698	0.0000
2.701	0.0000
2.704	0.0000
2.707	0.0000
2.71	0.0000
2.712	0.0000
2.715	0.0012
2.718	0.0075
2.721	0.0164
2.724	0.0285
2.727	0.0333
2.73	0.0384
2.732	0.0333
2.735	0.0277
2.738	0.0218
2.741	0.0154
2.744	0.0139
2.747	0.0148
2.75	0.0157
2.753	0.0191
2.756	0.0227
2.759	0.0236
2.762	0.0268
2.764	0.0328
2.767	0.0362
2.77	0.0422
2.773	0.0454
2.776	0.0539
2.779	0.0600
2.782	0.0660
2.785	0.0719
2.788	0.0804
2.791	0.0890
2.794	0.0977
2.797	0.1092
2.8	0.1180
2.803	0.1295
2.806	0.1441
2.809	0.1561
2.813	0.1679
2.816	0.1858
2.819	0.2011
2.822	0.2196
2.825	0.2386
2.828	0.2578
2.831	0.2773
2.834	0.3003
2.837	0.3206
2.84	0.3442
2.843	0.3719
2.846	0.3968
2.85	0.4254
2.853	0.4548
2.856	0.4849
2.859	0.5192
2.862	0.5507
2.865	0.5903
2.869	0.6271
2.872	0.6689
2.875	0.7078
2.878	0.7516
2.881	0.7923
2.885	0.8378
2.888	0.8804
2.891	0.9238
2.894	0.9679
2.897	1.0129
2.901	1.0583
2.904	1.1002
2.907	1.1426
2.91	1.1856
2.914	1.2239
2.917	1.2629
2.92	1.3023
2.924	1.3367
2.927	1.3717
2.93	1.3920
2.933	1.4375
2.937	1.4675
2.94	1.5033
2.943	1.5288
2.947	1.5592
2.95	1.5848
2.954	1.6099
2.957	1.6252
2.96	1.6565
2.964	1.6818
2.967	1.7022
2.97	1.7228
2.974	1.7483
2.977	1.7687
2.981	1.7887
2.984	1.8093
2.988	1.8347
2.991	1.8550
2.994	1.8751
2.998	1.8891
3.001	1.9094
3.005	1.9287
3.008	1.9485
3.012	1.9616
3.015	1.9754
3.019	1.9883
3.022	2.0014
3.026	2.0078
3.029	2.0147
3.033	2.0148
3.037	2.0149
3.04	2.0098
3.044	2.0095
3.047	1.9981
3.051	1.9864
3.054	1.9752
3.058	1.9576
3.062	1.9404
3.065	1.9237
3.069	1.9008
3.073	1.8730
3.076	1.8517
3.08	1.8244
3.083	1.7980
3.087	1.7661
3.091	1.7349
3.095	1.7040
3.098	1.6692
3.102	1.6394
3.106	1.6048
3.109	1.5665
3.113	1.5333
3.117	1.4910
3.121	1.4545
3.124	1.4144
3.128	1.3747
3.132	1.3357
3.136	1.2930
3.14	1.2515
3.143	1.2112
3.147	1.1712
3.151	1.1279
3.155	1.0858
3.159	1.0445
3.163	1.0004
3.166	0.9613
3.17	0.9153
3.174	0.8744
3.178	0.8343
3.182	0.7916
3.186	0.7535
3.19	0.7127
3.194	0.6731
3.198	0.6344
3.202	0.5966
3.206	0.5598
3.21	0.5238
3.213	0.4888
3.218	0.4544
3.221	0.4239
3.225	0.3911
3.229	0.3618
3.234	0.3330
3.238	0.3076
3.242	0.2826
3.246	0.2580
3.25	0.2364
3.254	0.2152
3.258	0.1967
3.262	0.1785
3.266	0.1629
3.27	0.1474
3.274	0.1346
3.278	0.1217
3.283	0.1113
3.287	0.1033
3.291	0.0928
3.295	0.0847
3.299	0.0790
3.304	0.0708
3.308	0.0650
3.312	0.0591
3.316	0.0555
3.32	0.0495
3.325	0.0458
3.329	0.0421
3.333	0.0384
3.338	0.0368
3.342	0.0329
3.346	0.0291
3.351	0.0275
3.355	0.0258
3.359	0.0218
3.364	0.0224
3.368	0.0183
3.372	0.0166
3.377	0.0171
3.381	0.0152
3.386	0.0134
3.39	0.0137
3.394	0.0118
3.399	0.0099
3.403	0.0103
3.408	0.0083
3.412	0.0086
3.417	0.0089
3.421	0.0069
3.426	0.0072
3.43	0.0074
3.435	0.0076
3.439	0.0056
3.444	0.0058
3.449	0.0060
3.453	0.0062
3.458	0.0063
3.462	0.0065
3.467	0.0044
3.472	0.0068
3.476	0.0069
3.481	0.0048
3.486	0.0049
3.49	0.0050
3.495	0.0051
3.5	0.0053
3.505	0.0054
3.509	0.0055
3.514	0.0056
3.519	0.0079
3.524	0.0080
3.528	0.0081
3.533	0.0081
3.538	0.0082
3.543	0.0082
3.548	0.0083
3.553	0.0084
3.557	0.0084
3.562	0.0085
3.567	0.0085
3.572	0.0086
3.577	0.0086
3.582	0.0086
3.587	0.0064
3.592	0.0064
3.597	0.0065
3.602	0.0065
3.607	0.0065
3.612	0.0066
3.617	0.0066
3.622	0.0066
3.627	0.0066
3.632	0.0067
3.637	0.0067
3.642	0.0067
3.648	0.0067
3.653	0.0067
3.658	0.0068
3.663	0.0068
3.668	0.0068
3.673	0.0068
3.679	0.0068
3.684	0.0068
3.689	0.0045
3.694	0.0068
3.7	0.0045
3.705	0.0046
3.71	0.0046
3.716	0.0069
3.721	0.0046
3.726	0.0069
3.732	0.0069
3.737	0.0069
3.742	0.0069
3.748	0.0046
3.753	0.0046
3.759	0.0069
3.764	0.0068
3.77	0.0068
3.775	0.0068
3.781	0.0068
3.786	0.0068
3.792	0.0068
3.797	0.0068
3.803	0.0068
3.808	0.0068
3.814	0.0068
3.82	0.0068
3.825	0.0068
3.831	0.0068
3.837	0.0067
3.842	0.0090
3.848	0.0067
3.854	0.0090
3.859	0.0090
3.865	0.0090
3.871	0.0090
3.877	0.0090
3.883	0.0090
3.888	0.0089
3.894	0.0089
3.9	0.0089
3.906	0.0089
3.912	0.0112
3.918	0.0112
3.924	0.0112
3.93	0.0112
3.936	0.0111
3.942	0.0111
3.948	0.0111
3.954	0.0111
3.96	0.0111
3.966	0.0134
3.972	0.0134
3.978	0.0134
3.984	0.0134
3.99	0.0133
3.996	0.0133
4.002	0.0133
4.009	0.0133
4.015	0.0133
4.021	0.0156
4.027	0.0132
4.034	0.0155
4.04	0.0155
4.046	0.0155
4.053	0.0155
4.059	0.0155
4.065	0.0154
4.072	0.0178
4.078	0.0178
4.084	0.0178
4.091	0.0177
4.097	0.0177
4.104	0.0177
4.11	0.0177
4.117	0.0177
4.123	0.0200
4.13	0.0200
4.137	0.0200
4.143	0.0200
4.15	0.0199
4.156	0.0199
4.163	0.0199
4.17	0.0222
4.177	0.0222
4.183	0.0222
4.19	0.0222
4.197	0.0222
4.204	0.0221
4.211	0.0245
4.217	0.0245
4.224	0.0245
4.231	0.0244
4.238	0.0268
4.245	0.0268
4.252	0.0268
4.259	0.0268
4.266	0.0291
4.273	0.0291
4.28	0.0291
4.287	0.0291
4.294	0.0291
4.301	0.0314
4.308	0.0314
4.316	0.0314
4.323	0.0314
4.33	0.0338
4.337	0.0338
4.345	0.0338
4.352	0.0338
4.359	0.0338
4.366	0.0361
4.374	0.0361
4.381	0.0361
4.389	0.0361
4.396	0.0385
4.404	0.0385
4.411	0.0385
4.419	0.0409
4.426	0.0409
4.434	0.0409
4.441	0.0433
4.449	0.0433
4.457	0.0433
4.464	0.0433
4.472	0.0457
4.48	0.0457
4.488	0.0457
4.495	0.0458
4.503	0.0457
4.511	0.0482
4.519	0.0482
4.527	0.0482
4.535	0.0458
4.543	0.0458
4.55	0.0458
4.559	0.0458
4.567	0.0459
4.575	0.0435
4.583	0.0435
4.591	0.0435
4.599	0.0411
4.607	0.0411
4.615	0.0411
4.624	0.0387
4.632	0.0363
4.64	0.0363
4.648	0.0363
4.657	0.0339
4.665	0.0339
4.674	0.0315
4.682	0.0291
4.69	0.0291
4.699	0.0291
4.707	0.0267
4.716	0.0243
4.725	0.0243
4.733	0.0243
4.742	0.0219
4.751	0.0219
4.759	0.0195
4.768	0.0194
4.777	0.0194
4.786	0.0170
4.795	0.0170
4.804	0.0170
4.812	0.0170
4.821	0.0146
4.83	0.0146
4.839	0.0145
4.848	0.0122
4.857	0.0121
4.867	0.0121
4.876	0.0097
4.885	0.0097
4.894	0.0096
4.903	0.0096
4.913	0.0072
4.922	0.0072
4.931	0.0071
4.941	0.0071
4.95	0.0071
4.96	0.0047
4.969	0.0046
4.979	0.0046
4.988	0.0046
4.998	0.0045
5.008	0.0045
5.017	0.0045
