1.500, 0.0730493
1.525, 0.0833117
1.550, 0.1023229
1.575, 0.1180364
1.600, 0.1385383
1.625, 0.1700881
1.650, 0.2018986
1.675, 0.2378743
1.700, 0.2981861
1.725, 0.3517443
1.750, 0.4083988
1.775, 0.5027157
1.800, 0.5819769
1.825, 0.6842186
1.850, 0.7601869
1.875, 0.8252257
1.900, 0.8762186
1.925, 0.9294931
1.950, 0.9535532
1.975, 0.9712027
2.000, 0.9784656
2.025, 0.9846528
2.050, 0.9853599
2.075, 0.9867931
2.100, 0.9838823
2.125, 0.983162
2.150, 0.9807294
2.175, 0.9793912
2.200, 0.9779348
2.225, 0.9778015
2.250, 0.9778015
2.275, 0.9778051
2.300, 0.9801608
2.325, 0.9815104
2.350, 0.9819645
2.375, 0.9830937
2.400, 0.9829873
2.425, 0.9830997
2.450, 0.9828134
2.475, 0.9820466
2.500, 0.9815526
2.525, 0.9793733
2.550, 0.9777975
2.575, 0.9778041
2.600, 0.9757023
2.625, 0.9741144
2.650, 0.9735579
2.675, 0.9703899
2.700, 0.9658874
2.725, 0.9617866
2.750, 0.954814
2.775, 0.9479816
2.800, 0.9421023
2.825, 0.9378648
2.850, 0.9339764
2.875, 0.9330176
2.900, 0.9322291
2.925, 0.9322327
2.950, 0.9322327
2.975, 0.9324893
3.000, 0.933212
3.025, 0.9354333
3.050, 0.9364671
3.075, 0.9388587
3.100, 0.9412126
3.125, 0.9427484
3.150, 0.9443953
3.175, 0.9472035
3.200, 0.9487583
3.225, 0.9516922
3.250, 0.954209
3.275, 0.9563427
3.300, 0.9579406
3.325, 0.9597352
3.350, 0.961362
3.375, 0.9635286
3.400, 0.9659359
3.425, 0.967934
3.450, 0.9709189
3.475, 0.972601
3.500, 0.9743939
3.525, 0.9762142
3.550, 0.9778245
3.575, 0.9796793
3.600, 0.9817751
3.625, 0.9831249
3.650, 0.9825618
3.675, 0.9844169
3.700, 0.9856969
3.725, 0.9868128
3.750, 0.9874952
3.775, 0.9889289
3.800, 0.9889288
3.825, 0.9889288
3.850, 0.9902493
3.875, 0.9902652
3.900, 0.9897192
3.925, 0.9910606
3.950, 0.9910483
3.975, 0.9931079
4.000, 0.9942275
4.025, 0.9942371
4.050, 0.9926379
4.075, 0.9929027
4.100, 0.9926163
4.125, 0.9929028
4.150, 0.9929028
4.175, 0.9929028
4.200, 0.9929028
4.225, 0.9929028
4.250, 0.9929028
4.275, 0.9929029
4.300, 0.9929035
4.325, 0.9929049
4.350, 0.9933475
4.375, 0.9942271
4.400, 0.9931469
4.425, 0.9910527
4.450, 0.9910483
4.475, 0.9913204
4.500, 0.9926462
4.525, 0.9926476
4.550, 0.9919953
4.575, 0.9896941
4.600, 0.9897269
4.625, 0.9886546
4.650, 0.9870689
4.675, 0.9878837
4.700, 0.9862367
4.725, 0.9829157
4.750, 0.9770035
4.775, 0.9738629
4.800, 0.9766625
4.825, 0.981269
4.850, 0.9823061
4.875, 0.9846764
4.900, 0.9849548
4.925, 0.9842862
4.950, 0.9831002
4.975, 0.9831002
5.000, 0.9828093
5.025, 0.9815158
5.050, 0.9791245
5.075, 0.9778198
5.100, 0.9778015
5.125, 0.9778015
5.150, 0.9760665
5.175, 0.9751735
5.200, 0.9740924
5.225, 0.9740971
5.250, 0.9722375
5.275, 0.9709125
5.300, 0.9706746
5.325, 0.9703834
5.350, 0.9703834
5.375, 0.9695
5.400, 0.9666901
5.425, 0.9648192
5.450, 0.9648199
5.475, 0.9629516
5.500, 0.9613747
5.525, 0.9611106
5.550, 0.9596608
5.575, 0.957686
5.600, 0.9574015
5.625, 0.9560417
5.650, 0.955547
5.675, 0.9545022
5.700, 0.9513605
5.725, 0.9479831
5.750, 0.9448531
5.775, 0.9405365
5.800, 0.9358345
5.825, 0.9332526
5.850, 0.9332946
5.875, 0.9345863
5.900, 0.935147
5.925, 0.9351551
5.950, 0.9325474
5.975, 0.9292247
