0.59305, 0.80208
0.60501, 0.77066
0.62722, 0.73897
0.66259, 0.78021
0.67871, 0.82994
0.69432, 0.87113
0.70720, 0.90818
0.74495, 0.95070
0.79071, 0.91237
0.80345, 0.87014
0.82987, 0.82857
0.84917, 0.79311
0.88289, 0.75113
0.95198, 0.75724
1.01576, 0.80140
1.03115, 0.82153
1.04378, 0.84095
1.06654, 0.86196
1.09338, 0.89053
1.12156, 0.91389
1.15547, 0.92926
1.22925, 0.94762
1.30236, 0.93576
1.33465, 0.91401
1.38058, 0.88766
1.44522, 0.84750
1.51394, 0.82600
1.55403, 0.79760
1.63731, 0.78753
1.71889, 0.76993
1.80131, 0.75677
1.88468, 0.76710
1.96616, 0.77470
2.05349, 0.78257
2.12692, 0.79944
2.21154, 0.81702
2.29582, 0.83510
2.37829, 0.86005
2.46304, 0.87105
2.54314, 0.88954
2.62556, 0.89989
2.70799, 0.91943
2.79041, 0.93053
2.87284, 0.93298
2.95527, 0.94370
3.03769, 0.95408
3.12012, 0.95846
3.20254, 0.95350
3.28497, 0.96441
3.36739, 0.96290
3.44982, 0.96562
3.53224, 0.96771
3.61467, 0.95728
3.69709, 0.95239
3.75989, 0.95071
3.86194, 0.94431
3.94437, 0.94396
4.02679, 0.94029
4.10922, 0.94160
4.19164, 0.92769
4.27407, 0.92191
4.35650, 0.92237
4.43892, 0.91822
4.52135, 0.90414
4.60377, 0.90359
4.68620, 0.89689
4.76862, 0.88663
4.85105, 0.88265
4.93151, 0.87372
5.05122, 0.87059
