Microns Total_system_throughput
1.7481999511718753 0.0
1.7491999511718752 0.0
1.750199951171875 2.2547932434531134e-07
1.751199951171875 9.146618467254757e-07
1.752199951171875 8.316672505368009e-08
1.753199951171875 6.665870874515101e-07
1.754199951171875 7.080621461307918e-07
1.755199951171875 9.907260014632066e-07
1.756199951171875 2.0005737766422322e-07
1.757199951171875 5.162536280608542e-07
1.758199951171875 1.5001426614575607e-06
1.759199951171875 4.0866361754668364e-07
1.760199951171875 1.148485422541866e-06
1.761199951171875 5.642133943108863e-07
1.762199951171875 7.325160257462358e-07
1.763199951171875 1.4976081249269646e-06
1.764199951171875 9.284072962208165e-07
1.765199951171875 4.4058003363260953e-07
1.766199951171875 7.460806893663034e-07
1.767199951171875 3.257527291814005e-07
1.768199951171875 8.480284514794185e-07
1.769199951171875 3.4021619068914014e-07
1.770199951171875 2.1162484770520067e-06
1.771199951171875 4.623461150354224e-11
1.772199951171875 3.159673428645452e-07
1.773199951171875 6.481494576501227e-07
1.774199951171875 3.236256365296176e-07
1.775199951171875 8.711941126060861e-07
1.776199951171875 4.794656310704467e-07
1.777199951171875 6.154121680030585e-07
1.778199951171875 3.805488479142306e-07
1.779199951171875 1.655011127413364e-07
1.780199951171875 7.040379125933589e-07
1.781199951171875 4.813115580183127e-07
1.782199951171875 5.570795386913014e-07
1.783199951171875 5.059808571782392e-07
1.784199951171875 2.482385435366865e-07
1.785199951171875 2.916323918793326e-07
1.786199951171875 7.073080447464758e-07
1.787199951171875 2.5058894752413675e-07
1.788199951171875 9.244809222045308e-07
1.789199951171875 8.119521281026608e-07
1.790199951171875 2.0432006512452876e-07
1.791199951171875 9.928613964474348e-07
1.792199951171875 9.054466285553393e-07
1.793199951171875 1.0158998109694818e-06
1.794199951171875 1.0328905812340607e-06
1.795199951171875 4.448557492638047e-07
1.796199951171875 5.94955471562115e-07
1.797199951171875 8.792915660028668e-07
1.798199951171875 5.203798653994556e-07
1.799199951171875 7.480326578521191e-07
1.800199951171875 8.548630431066646e-07
1.801199951171875 1.2812293130583934e-06
1.802199951171875 1.0415714994732648e-06
1.803199951171875 7.758995167286466e-07
1.804199951171875 1.091844007997541e-06
1.805199951171875 1.2795058476731717e-06
1.806199951171875 2.3099596211201265e-06
1.807199951171875 3.3592265572381716e-08
1.808199951171875 1.5294737246815114e-06
1.809199951171875 1.3163365750491821e-06
1.810199951171875 1.007585509675013e-06
1.811199951171875 1.085401442565331e-06
1.812199951171875 1.5913006893338813e-06
1.813199951171875 5.441775723075622e-07
1.814199951171875 1.7254647591434575e-06
1.815199951171875 2.4600431833559696e-06
1.816199951171875 1.4746330300126348e-06
1.817199951171875 2.340968325970986e-06
1.818199951171875 3.1454864765212144e-06
1.819199951171875 3.466250634959136e-06
1.820199951171875 4.586994529405204e-06
1.821199951171875 6.400872296770686e-06
1.822199951171875 8.288193161807083e-06
1.823199951171875 1.0999147445398851e-05
1.824199951171875 1.3552240503554517e-05
1.825199951171875 1.7149079200259105e-05
1.826199951171875 2.046042253899842e-05
1.827199951171875 2.595097680853206e-05
1.828199951171875 3.195676565295157e-05
1.829199951171875 3.9073611569492914e-05
1.830199951171875 4.7700987980827026e-05
1.831199951171875 5.809590174392471e-05
1.832199951171875 7.055493407615662e-05
1.833199951171875 8.806205323900515e-05
1.834199951171875 0.00010634929458806608
1.835199951171875 0.00013232853086152783
1.836199951171875 0.00017090882455519745
1.837199951171875 0.00021626331821212395
1.838199951171875 0.0002825761378943489
1.839199951171875 0.0003857950298274043
1.840199951171875 0.0005527709242415048
1.841199951171875 0.0008228562820183327
1.842199951171875 0.0012505514943500636
1.843199951171875 0.0020299037413512725
1.844199951171875 0.003245401996153636
1.845199951171875 0.0051151225227847145
1.846199951171875 0.007802885795522712
1.847199951171875 0.011319953453400753
1.848199951171875 0.013968083988931792
1.849199951171875 0.016182020761813628
1.850199951171875 0.017298441388047984
1.851199951171875 0.0189048389153235
1.852199951171875 0.021578223066073127
1.853199951171875 0.024750817335361597
1.854199951171875 0.02785219943981321
1.855199951171875 0.03289729832757694
1.856199951171875 0.03907898094785713
1.857199951171875 0.0470357210805365
1.858199951171875 0.057588137115233876
1.859199951171875 0.07102571958550971
1.860199951171875 0.08996977459365153
1.861199951171875 0.11592446328927969
1.862199951171875 0.1528961659928231
1.863199951171875 0.19843738255386292
1.864199951171875 0.25729216759925533
1.865199951171875 0.3211562439846572
1.866199951171875 0.37616514503955767
1.867199951171875 0.418086079245458
1.868199951171875 0.4401003282484248
1.869199951171875 0.4507867168521577
1.870199951171875 0.4562367186361053
1.871199951171875 0.45894579411532144
1.872199951171875 0.4599793292326896
1.873199951171875 0.46052238824909403
1.874199951171875 0.45833137553976444
1.875199951171875 0.46142887394818155
1.876199951171875 0.45866235380028864
1.877199951171875 0.45555699768934993
1.878199951171875 0.4529317894941243
1.879199951171875 0.44542199605011956
1.880199951171875 0.4351058037891373
1.881199951171875 0.4055894674878629
1.882199951171875 0.3672449754561928
1.883199951171875 0.31524773620136404
1.884199951171875 0.25967484884647246
1.885199951171875 0.2086956359644688
1.886199951171875 0.16345622066322132
1.887199951171875 0.12951188490024898
1.888199951171875 0.10382893141175809
1.889199951171875 0.08456145757803532
1.890199951171875 0.06887750325196033
1.891199951171875 0.05874848336787313
1.892199951171875 0.04977341950507927
1.893199951171875 0.04245792300115106
1.894199951171875 0.03658390109352741
1.895199951171875 0.03204012391055748
1.896199951171875 0.028139914331601686
1.897199951171875 0.024981555962285122
1.898199951171875 0.02211256106580758
1.899199951171875 0.01799742936807495
1.900199951171875 0.013377050320088109
1.901199951171875 0.009556999589535096
1.902199951171875 0.006508265582169234
1.903199951171875 0.004361590399331341
1.904199951171875 0.002858548959886843
1.905199951171875 0.001820219805856672
1.906199951171875 0.0011967717758978778
1.907199951171875 0.0008151841683538453
1.908199951171875 0.0005584199296894761
1.909199951171875 0.0004014849396572401
1.910199951171875 0.0002930346998854009
1.911199951171875 0.00022161214360809196
1.912199951171875 0.00017019256456058394
1.913199951171875 0.00013306029453282752
1.914199951171875 0.0001050590421055756
1.915199951171875 8.409932739573584e-05
1.916199951171875 6.836435477588724e-05
1.917199951171875 5.533385782109568e-05
1.918199951171875 4.371385704345087e-05
1.919199951171875 3.5824434634464725e-05
1.920199951171875 2.8502305625430887e-05
1.921199951171875 2.3189769640885197e-05
1.922199951171875 1.8012999674777748e-05
1.923199951171875 1.5004630584436678e-05
1.924199951171875 1.1487736652050928e-05
